time_s,FAULT_ACTIVE_REFERENCE,stage4_VIBR1_2,stage9_VIBR1_2,stage4_PIBR1_2,stage9_PIBR1_2,stage4_QIBR1_2,stage9_QIBR1_2,stage4_DFIG_LVRT_LOWV,stage9_DFIG_LVRT_LOWV,stage4_DFIG_LVRT_IMMTRIP,stage9_DFIG_LVRT_IMMTRIP,stage4_DFIG_LVRT_TIMER_S,stage9_DFIG_LVRT_TIMER_S,stage4_DFIG_LVRT_DURATION_EXCEEDED,stage9_DFIG_LVRT_DURATION_EXCEEDED,stage4_DFIG_LVRT_TRIP_REQUEST,stage9_DFIG_LVRT_TRIP_REQUEST,stage4_DFIG_LVRT_TRIP_LATCH,stage9_DFIG_LVRT_TRIP_LATCH,stage4_DFIG_LVRT_FINAL_BRK_CMD,stage9_DFIG_LVRT_FINAL_BRK_CMD,stage4_DFIG_LVRT_FINAL_CMD_BOOL,stage9_DFIG_LVRT_FINAL_CMD_BOOL,stage4_DFIG_LVRT_BRK_OPEN_BOOL,stage9_DFIG_LVRT_BRK_OPEN_BOOL,stage4_DFIG_LVRT_TRIP_CONFIRMED,stage9_DFIG_LVRT_TRIP_CONFIRMED,stage4_DFIG_LVRT_CASCADE_EVENT_VALID,stage9_DFIG_LVRT_CASCADE_EVENT_VALID,stage4_DFIG_LVRT_CASCADE_EVENT_CAUSE_CODE,stage9_DFIG_LVRT_CASCADE_EVENT_CAUSE_CODE,stage4_DFIG_LVRT_CASCADE_EVENT_BRK_OPEN,stage9_DFIG_LVRT_CASCADE_EVENT_BRK_OPEN,stage4_DFIG_LVRT_CASCADE_SOURCE_AVAILABLE,stage9_DFIG_LVRT_CASCADE_SOURCE_AVAILABLE,stage4_DFIG_LVRT_CASCADE_AVAILABLE,stage9_DFIG_LVRT_CASCADE_AVAILABLE,stage4_DFIG_LVRT_CASCADE_FIRST_EVENT_TIME_S,stage9_DFIG_LVRT_CASCADE_FIRST_EVENT_TIME_S,stage4_DFIG_LVRT_EXISTING_BRK_CMD,stage9_DFIG_LVRT_EXISTING_BRK_CMD,stage4_DFIG_LVRT_ORIGINAL_CMD_OPEN_BOOL,stage9_DFIG_LVRT_ORIGINAL_CMD_OPEN_BOOL,stage4_DFIG_LVRT_TALLOW_S,stage9_DFIG_LVRT_TALLOW_S,stage4_E_28_29_1_A_P,stage9_E_28_29_1_A_P,stage4_E_28_29_1_A_Q,stage9_E_28_29_1_A_Q,stage4_E_28_29_1_B_P,stage9_E_28_29_1_B_P,stage4_E_28_29_1_B_Q,stage9_E_28_29_1_B_Q,stage4_PAPER_OVL1_S_MAX_PU,stage9_PAPER_OVL1_S_MAX_PU,stage4_PAPER_OVL1_LOADING_INDEX_EQ,stage9_PAPER_OVL1_LOADING_INDEX_EQ,stage4_PAPER_OVL1_ABOVE_THRESHOLD,stage9_PAPER_OVL1_ABOVE_THRESHOLD,stage4_PAPER_OVL1_TIMER_OR_CURVE_STATE,stage9_PAPER_OVL1_TIMER_OR_CURVE_STATE,stage4_PAPER_OVL1_TRIP_REQUEST,stage9_PAPER_OVL1_TRIP_REQUEST,stage4_PAPER_OVL1_BRK_STATE,stage9_PAPER_OVL1_BRK_STATE
0.0,0,7.9015918286441e-05,7.9015918286441e-05,-6.1758973797331e-06,-6.1758973797331e-06,-9.1591328086474e-21,-9.1591328086474e-21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.0,0.0,0.0,0.0,-2.8387772292467e-28,-2.6957308501233e-27,-5.5186322624168e-60,-3.7085208803441e-56,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
0.01,0,0.076190531158559,0.07609065564831,-0.49833242622884,-0.49009344605982,-0.041847802705914,-0.040404686668388,1.0,1.0,1.0,1.0,0.0099974999999997,0.0099974999999997,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.625,0.625,-0.0034265585373895,-0.0052988564997442,0.00053108951629839,0.00050374950568,-0.0036307363003249,-0.0056215910271724,0.00074592479226703,0.0005724836209474,,0.0056414698782986,,0.00071656966944569,,0.0,,0.0,,0.0,,0.0
0.02,0,0.11613952534593,0.11491183428071,-0.6366022837168,-0.61608906813777,0.33642982967848,0.32879809496918,1.0,1.0,1.0,1.0,0.019997500000001,0.019997500000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.625,0.625,-0.030128676031412,-0.045891854410517,0.0012314493507937,-0.00014505728152382,-0.031013052641225,-0.047305919516885,0.0024253175758201,-0.00072795715621623,,0.047276996634215,,0.0060050416968249,,0.0,,0.0,,0.0,,0.0
0.03,0,0.19912938707732,0.1974251413233,-1.3851177262369,-1.3722637683455,1.051417983708,1.0319151523218,1.0,1.0,1.0,1.0,0.029997500000004,0.029997500000004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.625,0.625,-0.099129595411291,-0.15029975937623,0.0051825267940669,0.001200587218716,-0.10115140863552,-0.1536636336158,0.0084781559817282,-0.001662452592469,,0.15360097351355,,0.019510127890701,,0.0,,0.0,,0.0,,0.0
0.04,0,0.29658916608375,0.29479917599555,-2.3613365464556,-2.3384847430586,2.7098282525349,2.6796951520686,1.0,1.0,0.0,0.0,0.039997500000001,0.039997500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.625,0.625,-0.2185260326165,-0.3312010625901,0.013352096140569,0.0054391608567258,-0.22201960883886,-0.33723748575002,0.020169779803569,-0.0016228400790639,,0.33712647851326,,0.042821217604815,,0.0,,0.0,,0.0,,0.0
0.05,0,0.39756782912292,0.39571237926866,-3.2015461914958,-3.1853769352687,4.8717614073198,4.8047974704304,1.0,1.0,0.0,0.0,0.049997499999997,0.049997499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.625,0.625,-0.39798488423237,-0.60250253366281,0.025522185167687,0.011858803440565,-0.40326594848356,-0.61185164707096,0.037413544890273,-0.0017407150131611,,0.61169587160763,,0.077696543272401,,0.0,,0.0,,0.0,,0.0
0.06,0,0.49978528779818,0.49774028165532,-4.3671665291573,-4.3380493010894,7.9765064089418,7.9227106075521,1.0,1.0,0.0,0.0,0.059997499999993,0.059997499999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.625,0.625,-0.6392545929551,-0.9676630716268,0.046024618782667,0.026104406651884,-0.64682534693146,-0.98135480546227,0.064639940056881,0.0034656401285112,,0.98114945539372,,0.12462389343473,,0.0,,0.0,,0.0,,0.0
0.07,0,0.60200468393687,0.59975141761745,-5.0177403134791,-4.9764621379165,12.059580969599,11.947508657277,1.0,1.0,0.0,0.0,0.0699975,0.0699975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.625,0.625,-0.94433231962491,-1.4292017722705,0.069497116156988,0.040823783890291,-0.95428821702677,-1.4476218488397,0.096463511870052,0.0066028250718283,,1.4473792784966,,0.18384359280983,,0.0,,0.0,,0.0,,0.0
0.08,0,0.70297885633993,0.70034553738587,-6.2889409732161,-6.2670046037131,16.194071826466,16.064376855881,1.0,1.0,0.0,0.0,0.07999750000001,0.07999750000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.625,0.625,-1.3188967727551,-1.9952875560241,0.099626068085462,0.060797266039814,-1.3317715603047,-2.0194483717034,0.13671764644835,0.012133849572773,,2.0191749752323,,0.256472085426,,0.0,,0.0,,0.0,,0.0
0.09,0,0.80374790494347,0.80097752868884,-7.1401833247051,-7.0675615952003,21.999673182226,21.865822760349,1.0,1.0,0.0,0.0,0.08999750000002,0.08999750000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.625,0.625,-1.7570085712124,-2.6581433972075,0.13661892824121,0.086191100129259,-1.773074461016,-2.6887606035807,0.18542979854712,0.020415044734203,,2.6884742106131,,0.34148530754777,,0.0,,0.0,,0.0,,0.0
0.1,0,0.90433311762685,0.90136022749201,-7.8983511482986,-7.8744298601959,27.739009974396,27.48690827842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.26579295072,-3.4268389784143,0.17411337399108,0.10869201093141,-2.2852083844993,-3.4643626920963,0.23640513929067,0.022993262651621,,3.4640294411664,,0.43999498094553,,0.0,,0.0,,0.0,,0.0
0.11,0,0.98637433378963,0.98324596130863,-6.2211397367712,-6.1908869119173,33.348418581824,33.134316389136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.765652878592,-4.1811231816179,0.18733710652263,0.099333712236848,-2.7846170583233,-4.2195803339139,0.26338547680736,-0.005185847179316,,4.2193051179453,,0.5359287807752,,0.0,,0.0,,0.0,,0.0
0.12,0,1.0133163716735,1.010249500922,-3.3714174917403,-3.3628233348591,36.12551077493,35.899095215942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.0573877470813,-4.6251189060865,0.20795226664688,0.1112751034109,-3.075556418251,-4.6637439448369,0.29371551718219,-0.0025092203523205,,4.663553928642,,0.59235649027289,,0.0,,0.0,,0.0,,0.0
0.13,0,1.0136155421751,1.0105511981995,-2.2113527672771,-2.2113996747663,36.981499856791,36.751564060782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.2427739061016,-4.9056032044096,0.2056008407752,0.098353023747169,-3.2597318503847,-4.9428596140794,0.29698187421939,-0.021846893976315,,4.9428117537712,,0.62782733240442,,0.0,,0.0,,0.0,,0.0
0.14,0,1.0137134800683,1.0107344819026,-1.6565267532595,-1.6513061038007,37.398394107454,37.176406225078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.3567892533607,-5.0780127929649,0.21699061639177,0.10772702876526,-3.3736450068733,-5.1157202995421,0.31165848180182,-0.016517367959038,,5.1156770129451,,0.64978437627723,,0.0,,0.0,,0.0,,0.0
0.15,0,1.0136973440506,1.0106900120619,-1.3666992087477,-1.3630406851211,37.521106599407,37.295692664308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.4193118015214,-5.1735346271359,0.21672714411444,0.10383351666746,-3.4357513163901,-5.210765999878,0.31372565367245,-0.022193703532362,,5.2107743543258,,0.66186347480091,,0.0,,0.0,,0.0,,0.0
0.16,0,1.0136950001006,1.0106241152199,-1.3082467826149,-1.3023428687042,37.559286467621,37.335539314049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.4645376514255,-5.2414392761852,0.21808696214944,0.10341752005733,-3.4808059855063,-5.2785842091029,0.31614566361703,-0.024436612391138,,5.2786196056672,,0.67048106035501,,0.0,,0.0,,0.0,,0.0
0.17,0,1.0135539657304,1.0105624904614,-1.1969212299042,-1.1902996417872,37.607439636713,37.382797847965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.4864757071574,-5.2750703009427,0.22120364441028,0.10642585369934,-3.5027452006917,-5.3123566822452,0.32016322273477,-0.021964246578141,,5.3123838098387,,0.67476973070941,,0.0,,0.0,,0.0,,0.0
0.18,0,1.0135313662348,1.0105020283853,-1.1931330959268,-1.186852151069,37.569968086339,37.344653993971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5024799960357,-5.2991548097861,0.2189006647719,0.10229379762252,-3.5185585944704,-5.3361272161783,0.31828750902825,-0.026699878050773,,5.3361889680754,,0.67779342041028,,0.0,,0.0,,0.0,,0.0
0.19,0,1.0135209808673,1.0104177344319,-1.1793988238105,-1.1719860053077,37.607786790417,37.382761664604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5120846181908,-5.3137606306314,0.22170761736175,0.10579277758176,-3.5282456068474,-5.3509797820347,0.32134392340071,-0.023572827139586,,5.3510237532335,,0.67967770896031,,0.0,,0.0,,0.0,,0.0
0.2,0,1.0134153756274,1.0103769900905,-1.13763960721,-1.1311664955308,37.579432317557,37.353097885615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5160481143056,-5.3197465219438,0.22017788180607,0.10331383884268,-3.5321059690726,-5.3567641093949,0.3200703677967,-0.026048984421887,,5.3568253723936,,0.68041462051235,,0.0,,0.0,,0.0,,0.0
0.21,0,1.0133122758702,1.010260635468,-1.1730622532685,-1.1657119197968,37.578102896217,37.352289058561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5213303805831,-5.3277148204353,0.22070342565902,0.10376702341902,-3.5374040198572,-5.3647956041067,0.32059936980801,-0.025933273868987,,5.3648568752584,,0.68143476800531,,0.0,,0.0,,0.0,,0.0
0.22,0,1.0132924890097,1.0102187737263,-1.1278488423147,-1.1205404524382,37.594443694045,37.36773139192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5215450784602,-5.3281207684538,0.22133179673445,0.10471798675973,-3.53763397104,-5.3652498131861,0.3213789002612,-0.024846996149217,,5.3653043203871,,0.68149160170556,,0.0,,0.0,,0.0,,0.0
0.23,0,1.0132126016422,1.0101502989313,-1.1447897289026,-1.1382174069529,37.554881162754,37.328031684019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.523867169599,-5.3314803741017,0.21978486387398,0.1022555388412,-3.5398858658846,-5.368454392126,0.3198206774374,-0.027460391581909,,5.3685264796369,,0.68190087475644,,0.0,,0.0,,0.0,,0.0
0.24,0,1.0131313402793,1.0101137519568,-1.1472024576671,-1.1397127803251,37.589465596041,37.362418987854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5244634190682,-5.332542554512,0.22155692391786,0.10485250951094,-3.5405637557103,-5.3697118386113,0.32161392079914,-0.024891640305506,,5.369766720467,,0.68205840798462,,0.0,,0.0,,0.0,,0.0
0.25,0,1.0131732030033,1.0100553659152,-1.1170436643327,-1.1107272662031,37.56019062411,37.332507723342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5240329600324,-5.3317664240649,0.21995057333643,0.10253070453635,-3.5400553978337,-5.3687589866588,0.32007297801247,-0.027109821395308,,5.3688286130735,,0.68193925121885,,0.0,,0.0,,0.0,,0.0
0.26,0,1.013073483036,1.0099888173641,-1.154823732475,-1.1478179794956,37.562438535686,37.335216381642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5258246050182,-5.3344897870153,0.22062563941769,0.1033743531456,-3.5418869180793,-5.3715751089211,0.32067517166987,-0.026456537597192,,5.3716401359205,,0.68229636594969,,0.0,,0.0,,0.0,,0.0
0.27,0,1.0130432328598,1.0100037906591,-1.1175718711098,-1.1106538668994,37.578910816333,37.350954704163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5243321487607,-5.3323145925013,0.22089914972605,0.10390708733441,-3.5404018198253,-5.3694187238297,0.32103531283327,-0.025745309378937,,5.369478936213,,0.68202185413036,,0.0,,0.0,,0.0,,0.0
0.28,0,1.0130350451746,1.0099469161381,-1.1356176125496,-1.1288238235574,37.542938985787,37.31556567399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5255754385363,-5.3340420697268,0.21961171978169,0.1019282067318,-3.5415911853409,-5.3710231966006,0.31969858826596,-0.027843100949377,,5.3710976007466,,0.68222745407768,,0.0,,0.0,,0.0,,0.0
0.29,0,1.0130381861174,1.009955056731,-1.1402483924723,-1.1327228305892,37.579216478116,37.351590348494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5253886660809,-5.3338960465221,0.22127106651169,0.10436056107675,-3.5414827520947,-5.3710560168913,0.32136361507529,-0.025402829808916,,5.371113765839,,0.68222950733954,,0.0,,0.0,,0.0,,0.0
0.3,0,1.0129889285939,1.0099516321215,-1.1129238619785,-1.1061251439816,37.552859885661,37.325170047405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5246676189389,-5.3327400328889,0.21975423369171,0.10221295946278,-3.5406877549408,-5.3697320450166,0.31989319548872,-0.027452383813498,,5.3698036413787,,0.68206309761446,,0.0,,0.0,,0.0,,0.0
0.31,0,1.0129704524742,1.009943993545,-1.1500457480524,-1.1428712788199,37.557413005063,37.330344009777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5261315214994,-5.3349165114241,0.22047471937916,0.10316387241822,-3.5421924629768,-5.3720024216666,0.32053761225522,-0.02666986689032,,5.3720685522029,,0.68235078263904,,0.0,,0.0,,0.0,,0.0
0.32,0,1.0130103351845,1.0099106090715,-1.1155885522256,-1.1085810762248,37.575676435708,37.348234490465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5245694256083,-5.332672207248,0.22076741914006,0.10368316304974,-3.5406376395213,-5.3697722224539,0.32090867230192,-0.025979500003828,,5.3698337406017,,0.68206692076529,,0.0,,0.0,,0.0,,0.0
0.33,0,1.0129945292196,1.0099446019245,-1.1327278484502,-1.1259945409538,37.542677179136,37.315980417194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5256749993548,-5.33420657395,0.21957304885569,0.10191077718783,-3.5416912878587,-5.3711921031695,0.31966490175943,-0.027863235933565,,5.3712665302044,,0.68224891120292,,0.0,,0.0,,0.0,,0.0
0.34,0,1.0130454388708,1.0099269492946,-1.1381675445892,-1.1311196023574,37.579500730785,37.35287490604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5254793527175,-5.3340113758552,0.22120652382253,0.10427174498586,-3.5415716349804,-5.3711665662217,0.32130083006854,-0.025494499234487,,5.3712248905598,,0.68224362220785,,0.0,,0.0,,0.0,,0.0
0.35,0,1.0130772088128,1.0099884558647,-1.1119151154385,-1.1054659418332,37.555610352735,37.329242967179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5247295751835,-5.3328700341197,0.21980606807035,0.10231083466556,-3.5407516380536,-5.3698666493178,0.31994552917611,-0.027361465275081,,5.3699376942439,,0.68208012477572,,0.0,,0.0,,0.0,,0.0
0.36,0,1.0130593838023,1.0099735802785,-1.1480769553214,-1.1413482029861,37.561053032354,37.335464851065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5261439609507,-5.3349360607514,0.22048940956566,0.10323597604203,-3.5422034239943,-5.3720198705874,0.3205545576119,-0.02659709973921,,5.3720856901614,,0.68235295947266,,0.0,,0.0,,0.0,,0.0
0.37,0,1.0130712767199,1.0099813938335,-1.1152121305255,-1.1086837132509,37.579911331931,37.354314835037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5246459472308,-5.3328086495552,0.22084625316146,0.10381866401073,-3.5407149642913,-5.3699093379408,0.32098578547667,-0.0258531873943,,5.3699702677118,,0.68208426220081,,0.0,,0.0,,0.0,,0.0
0.38,0,1.0130956391402,1.0100387673517,-1.1315517783637,-1.1255461741871,37.548514093008,37.323906429527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5256687815415,-5.3342328817761,0.21968474660807,0.10213732803417,-3.5416859230467,-5.3712216020312,0.31977870234485,-0.027637787352597,,5.3712947788507,,0.68225249929673,,0.0,,0.0,,0.0,,0.0
