channel_name,xml_component_id,inf_pgb,out_file,data_column,sample_count,first_time_s,last_time_s,time_axis_status,mapping_status
E_2_3_1_A_Q,346570910,298,3IBR_DFIG1_TRIAL_30.out,8,2001,0.0,20.0,pass,pass
E_2_3_1_B_Q,1616724533,296,3IBR_DFIG1_TRIAL_30.out,6,2001,0.0,20.0,pass,pass
E_2_3_1_B_P,1510828331,300,3IBR_DFIG1_TRIAL_30.out,10,2001,0.0,20.0,pass,pass
E_2_3_1_A_P,714753914,301,3IBR_DFIG1_TRIAL_31.out,1,2001,0.0,20.0,pass,pass
E_1_2_1_A_I,1224540573,34,3IBR_DFIG1_TRIAL_04.out,4,2001,0.0,20.0,pass,pass
E_1_2_1_B_I,1622869676,38,3IBR_DFIG1_TRIAL_04.out,8,2001,0.0,20.0,pass,pass
E_1_2_1_A_Q,877526058,27,3IBR_DFIG1_TRIAL_03.out,7,2001,0.0,20.0,pass,pass
E_1_2_1_B_Q,1448776543,30,3IBR_DFIG1_TRIAL_03.out,10,2001,0.0,20.0,pass,pass
E_1_2_1_B_P,276859901,23,3IBR_DFIG1_TRIAL_03.out,3,2001,0.0,20.0,pass,pass
E_1_2_1_A_P,1755710870,21,3IBR_DFIG1_TRIAL_03.out,1,2001,0.0,20.0,pass,pass
E_3_4_1_A_I,395173985,6,3IBR_DFIG1_TRIAL_01.out,6,2001,0.0,20.0,pass,pass
E_3_4_1_B_I,412541855,8,3IBR_DFIG1_TRIAL_01.out,8,2001,0.0,20.0,pass,pass
E_3_4_1_A_Q,141920747,3,3IBR_DFIG1_TRIAL_01.out,3,2001,0.0,20.0,pass,pass
E_3_4_1_B_Q,478368529,4,3IBR_DFIG1_TRIAL_01.out,4,2001,0.0,20.0,pass,pass
E_3_4_1_B_P,501759032,2,3IBR_DFIG1_TRIAL_01.out,2,2001,0.0,20.0,pass,pass
E_3_4_1_A_P,1823827042,1,3IBR_DFIG1_TRIAL_01.out,1,2001,0.0,20.0,pass,pass
E_3_18_1_A_I,2076581168,231,3IBR_DFIG1_TRIAL_24.out,1,2001,0.0,20.0,pass,pass
E_3_18_1_B_I,263870714,230,3IBR_DFIG1_TRIAL_23.out,10,2001,0.0,20.0,pass,pass
E_3_18_1_A_Q,395239917,233,3IBR_DFIG1_TRIAL_24.out,3,2001,0.0,20.0,pass,pass
E_3_18_1_B_Q,1428349614,232,3IBR_DFIG1_TRIAL_24.out,2,2001,0.0,20.0,pass,pass
E_3_18_1_B_P,421998574,235,3IBR_DFIG1_TRIAL_24.out,5,2001,0.0,20.0,pass,pass
E_3_18_1_A_P,35142719,237,3IBR_DFIG1_TRIAL_24.out,7,2001,0.0,20.0,pass,pass
E_4_5_1_A_I,759430671,287,3IBR_DFIG1_TRIAL_29.out,7,2001,0.0,20.0,pass,pass
E_4_5_1_B_I,1701880397,284,3IBR_DFIG1_TRIAL_29.out,4,2001,0.0,20.0,pass,pass
E_4_5_1_A_Q,1858505132,294,3IBR_DFIG1_TRIAL_30.out,4,2001,0.0,20.0,pass,pass
E_4_5_1_B_Q,384285450,291,3IBR_DFIG1_TRIAL_30.out,1,2001,0.0,20.0,pass,pass
E_4_5_1_B_P,1111965826,297,3IBR_DFIG1_TRIAL_30.out,7,2001,0.0,20.0,pass,pass
E_4_5_1_A_P,1674732826,299,3IBR_DFIG1_TRIAL_30.out,9,2001,0.0,20.0,pass,pass
E_4_14_1_A_I,759421550,18,3IBR_DFIG1_TRIAL_02.out,8,2001,0.0,20.0,pass,pass
E_4_14_1_B_I,422478298,20,3IBR_DFIG1_TRIAL_02.out,10,2001,0.0,20.0,pass,pass
E_4_14_1_A_Q,1310925391,14,3IBR_DFIG1_TRIAL_02.out,4,2001,0.0,20.0,pass,pass
E_4_14_1_B_Q,1153784078,16,3IBR_DFIG1_TRIAL_02.out,6,2001,0.0,20.0,pass,pass
E_4_14_1_B_P,763402688,12,3IBR_DFIG1_TRIAL_02.out,2,2001,0.0,20.0,pass,pass
E_4_14_1_A_P,956960324,11,3IBR_DFIG1_TRIAL_02.out,1,2001,0.0,20.0,pass,pass
E_5_8_1_A_I,698381116,282,3IBR_DFIG1_TRIAL_29.out,2,2001,0.0,20.0,pass,pass
E_5_8_1_B_I,1857525705,279,3IBR_DFIG1_TRIAL_28.out,9,2001,0.0,20.0,pass,pass
E_5_8_1_A_Q,859106636,289,3IBR_DFIG1_TRIAL_29.out,9,2001,0.0,20.0,pass,pass
E_5_8_1_B_Q,1520394063,286,3IBR_DFIG1_TRIAL_29.out,6,2001,0.0,20.0,pass,pass
E_5_8_1_B_P,56279579,293,3IBR_DFIG1_TRIAL_30.out,3,2001,0.0,20.0,pass,pass
E_5_8_1_A_P,1071029402,295,3IBR_DFIG1_TRIAL_30.out,5,2001,0.0,20.0,pass,pass
E_6_7_1_A_I,1929758863,275,3IBR_DFIG1_TRIAL_28.out,5,2001,0.0,20.0,pass,pass
E_6_7_1_B_I,2140148773,272,3IBR_DFIG1_TRIAL_28.out,2,2001,0.0,20.0,pass,pass
E_6_7_1_A_Q,286031992,281,3IBR_DFIG1_TRIAL_29.out,1,2001,0.0,20.0,pass,pass
E_6_7_1_B_Q,177363001,278,3IBR_DFIG1_TRIAL_28.out,8,2001,0.0,20.0,pass,pass
E_6_7_1_B_P,116490757,285,3IBR_DFIG1_TRIAL_29.out,5,2001,0.0,20.0,pass,pass
E_6_7_1_A_P,2008282529,288,3IBR_DFIG1_TRIAL_29.out,8,2001,0.0,20.0,pass,pass
E_6_11_1_A_I,1887523133,270,3IBR_DFIG1_TRIAL_27.out,10,2001,0.0,20.0,pass,pass
E_6_11_1_B_I,827929216,267,3IBR_DFIG1_TRIAL_27.out,7,2001,0.0,20.0,pass,pass
E_6_11_1_A_Q,1305046445,277,3IBR_DFIG1_TRIAL_28.out,7,2001,0.0,20.0,pass,pass
E_6_11_1_B_Q,415923163,274,3IBR_DFIG1_TRIAL_28.out,4,2001,0.0,20.0,pass,pass
E_6_11_1_B_P,216628292,280,3IBR_DFIG1_TRIAL_28.out,10,2001,0.0,20.0,pass,pass
E_6_11_1_A_P,900189978,283,3IBR_DFIG1_TRIAL_29.out,3,2001,0.0,20.0,pass,pass
E_7_8_1_A_I,465677998,13,3IBR_DFIG1_TRIAL_02.out,3,2001,0.0,20.0,pass,pass
E_7_8_1_B_I,2100313526,15,3IBR_DFIG1_TRIAL_02.out,5,2001,0.0,20.0,pass,pass
E_7_8_1_A_Q,1665589539,9,3IBR_DFIG1_TRIAL_01.out,9,2001,0.0,20.0,pass,pass
E_7_8_1_B_Q,1834694845,10,3IBR_DFIG1_TRIAL_01.out,10,2001,0.0,20.0,pass,pass
E_7_8_1_B_P,2008789636,7,3IBR_DFIG1_TRIAL_01.out,7,2001,0.0,20.0,pass,pass
E_7_8_1_A_P,1790170258,5,3IBR_DFIG1_TRIAL_01.out,5,2001,0.0,20.0,pass,pass
E_8_9_1_A_I,675713916,72,3IBR_DFIG1_TRIAL_08.out,2,2001,0.0,20.0,pass,pass
E_8_9_1_B_I,155046897,73,3IBR_DFIG1_TRIAL_08.out,3,2001,0.0,20.0,pass,pass
E_8_9_1_A_Q,953966825,70,3IBR_DFIG1_TRIAL_07.out,10,2001,0.0,20.0,pass,pass
E_8_9_1_B_Q,86034421,71,3IBR_DFIG1_TRIAL_08.out,1,2001,0.0,20.0,pass,pass
E_8_9_1_B_P,1805057855,69,3IBR_DFIG1_TRIAL_07.out,9,2001,0.0,20.0,pass,pass
E_8_9_1_A_P,67600612,68,3IBR_DFIG1_TRIAL_07.out,8,2001,0.0,20.0,pass,pass
E_9_39_1_A_I,1241728029,80,3IBR_DFIG1_TRIAL_08.out,10,2001,0.0,20.0,pass,pass
E_9_39_1_B_I,1323577882,82,3IBR_DFIG1_TRIAL_09.out,2,2001,0.0,20.0,pass,pass
E_9_39_1_A_Q,1618150511,76,3IBR_DFIG1_TRIAL_08.out,6,2001,0.0,20.0,pass,pass
E_9_39_1_B_Q,1532070910,78,3IBR_DFIG1_TRIAL_08.out,8,2001,0.0,20.0,pass,pass
E_9_39_1_B_P,1972351875,75,3IBR_DFIG1_TRIAL_08.out,5,2001,0.0,20.0,pass,pass
E_9_39_1_A_P,1597153425,74,3IBR_DFIG1_TRIAL_08.out,4,2001,0.0,20.0,pass,pass
E_13_14_1_A_I,1285190891,261,3IBR_DFIG1_TRIAL_27.out,1,2001,0.0,20.0,pass,pass
E_13_14_1_B_I,1450170497,258,3IBR_DFIG1_TRIAL_26.out,8,2001,0.0,20.0,pass,pass
E_13_14_1_A_Q,1574540099,268,3IBR_DFIG1_TRIAL_27.out,8,2001,0.0,20.0,pass,pass
E_13_14_1_B_Q,1224489112,266,3IBR_DFIG1_TRIAL_27.out,6,2001,0.0,20.0,pass,pass
E_13_14_1_B_P,229990721,273,3IBR_DFIG1_TRIAL_28.out,3,2001,0.0,20.0,pass,pass
E_13_14_1_A_P,95673326,276,3IBR_DFIG1_TRIAL_28.out,6,2001,0.0,20.0,pass,pass
E_14_15_1_A_I,1359672276,31,3IBR_DFIG1_TRIAL_04.out,1,2001,0.0,20.0,pass,pass
E_14_15_1_B_I,1974431355,33,3IBR_DFIG1_TRIAL_04.out,3,2001,0.0,20.0,pass,pass
E_14_15_1_A_Q,1560838652,22,3IBR_DFIG1_TRIAL_03.out,2,2001,0.0,20.0,pass,pass
E_14_15_1_B_Q,319889747,25,3IBR_DFIG1_TRIAL_03.out,5,2001,0.0,20.0,pass,pass
E_14_15_1_B_P,1953723737,19,3IBR_DFIG1_TRIAL_02.out,9,2001,0.0,20.0,pass,pass
E_14_15_1_A_P,509232351,17,3IBR_DFIG1_TRIAL_02.out,7,2001,0.0,20.0,pass,pass
E_15_16_1_A_I,252600461,249,3IBR_DFIG1_TRIAL_25.out,9,2001,0.0,20.0,pass,pass
E_15_16_1_B_I,1068887377,248,3IBR_DFIG1_TRIAL_25.out,8,2001,0.0,20.0,pass,pass
E_15_16_1_A_Q,1043164152,257,3IBR_DFIG1_TRIAL_26.out,7,2001,0.0,20.0,pass,pass
E_15_16_1_B_Q,1025015467,255,3IBR_DFIG1_TRIAL_26.out,5,2001,0.0,20.0,pass,pass
E_15_16_1_A_P,1150914960,265,3IBR_DFIG1_TRIAL_27.out,5,2001,0.0,20.0,pass,pass
E_15_16_1_B_P,1485410067,263,3IBR_DFIG1_TRIAL_27.out,3,2001,0.0,20.0,pass,pass
E_16_24_1_A_I,469620877,90,3IBR_DFIG1_TRIAL_09.out,10,2001,0.0,20.0,pass,pass
E_16_24_1_B_I,1347021643,91,3IBR_DFIG1_TRIAL_10.out,1,2001,0.0,20.0,pass,pass
E_16_24_1_A_Q,1756685474,88,3IBR_DFIG1_TRIAL_09.out,8,2001,0.0,20.0,pass,pass
E_16_24_1_B_Q,203094552,89,3IBR_DFIG1_TRIAL_09.out,9,2001,0.0,20.0,pass,pass
E_16_24_1_B_P,1556999142,87,3IBR_DFIG1_TRIAL_09.out,7,2001,0.0,20.0,pass,pass
E_16_24_1_A_P,885093637,86,3IBR_DFIG1_TRIAL_09.out,6,2001,0.0,20.0,pass,pass
E_17_18_1_A_I,1683482393,224,3IBR_DFIG1_TRIAL_23.out,4,2001,0.0,20.0,pass,pass
E_17_18_1_B_I,220805846,223,3IBR_DFIG1_TRIAL_23.out,3,2001,0.0,20.0,pass,pass
E_17_18_1_A_Q,1101352989,227,3IBR_DFIG1_TRIAL_23.out,7,2001,0.0,20.0,pass,pass
E_17_18_1_B_Q,1502058106,225,3IBR_DFIG1_TRIAL_23.out,5,2001,0.0,20.0,pass,pass
E_17_18_1_B_P,85250727,228,3IBR_DFIG1_TRIAL_23.out,8,2001,0.0,20.0,pass,pass
E_17_18_1_A_P,565144072,229,3IBR_DFIG1_TRIAL_23.out,9,2001,0.0,20.0,pass,pass
E_17_27_1_A_P,2114647004,260,3IBR_DFIG1_TRIAL_26.out,10,2001,0.0,20.0,pass,pass
E_17_27_1_B_P,599995441,259,3IBR_DFIG1_TRIAL_26.out,9,2001,0.0,20.0,pass,pass
E_17_27_1_B_Q,1626851030,251,3IBR_DFIG1_TRIAL_26.out,1,2001,0.0,20.0,pass,pass
E_17_27_1_A_Q,505899417,253,3IBR_DFIG1_TRIAL_26.out,3,2001,0.0,20.0,pass,pass
E_17_27_1_B_I,1741345923,245,3IBR_DFIG1_TRIAL_25.out,5,2001,0.0,20.0,pass,pass
E_17_27_1_A_I,77810243,246,3IBR_DFIG1_TRIAL_25.out,6,2001,0.0,20.0,pass,pass
E_21_22_1_A_I,1590321760,209,3IBR_DFIG1_TRIAL_21.out,9,2001,0.0,20.0,pass,pass
E_21_22_1_B_I,1456918796,206,3IBR_DFIG1_TRIAL_21.out,6,2001,0.0,20.0,pass,pass
E_21_22_1_A_Q,2133321418,215,3IBR_DFIG1_TRIAL_22.out,5,2001,0.0,20.0,pass,pass
E_21_22_1_B_Q,2057657878,213,3IBR_DFIG1_TRIAL_22.out,3,2001,0.0,20.0,pass,pass
E_21_22_1_B_P,1703368296,217,3IBR_DFIG1_TRIAL_22.out,7,2001,0.0,20.0,pass,pass
E_21_22_1_A_P,1763026688,218,3IBR_DFIG1_TRIAL_22.out,8,2001,0.0,20.0,pass,pass
E_22_23_1_A_P,9957131,216,3IBR_DFIG1_TRIAL_22.out,6,2001,0.0,20.0,pass,pass
E_22_23_1_B_P,1086049601,214,3IBR_DFIG1_TRIAL_22.out,4,2001,0.0,20.0,pass,pass
E_22_23_1_B_Q,1364937158,207,3IBR_DFIG1_TRIAL_21.out,7,2001,0.0,20.0,pass,pass
E_22_23_1_A_Q,1311354233,210,3IBR_DFIG1_TRIAL_21.out,10,2001,0.0,20.0,pass,pass
E_22_23_1_B_I,949551032,201,3IBR_DFIG1_TRIAL_21.out,1,2001,0.0,20.0,pass,pass
E_22_23_1_A_I,467628462,204,3IBR_DFIG1_TRIAL_21.out,4,2001,0.0,20.0,pass,pass
E_23_24_1_A_P,728596569,212,3IBR_DFIG1_TRIAL_22.out,2,2001,0.0,20.0,pass,pass
E_23_24_1_B_P,1040581427,208,3IBR_DFIG1_TRIAL_21.out,8,2001,0.0,20.0,pass,pass
E_23_24_1_B_Q,295240987,202,3IBR_DFIG1_TRIAL_21.out,2,2001,0.0,20.0,pass,pass
E_23_24_1_A_Q,1705913420,205,3IBR_DFIG1_TRIAL_21.out,5,2001,0.0,20.0,pass,pass
E_23_24_1_B_I,1672958815,199,3IBR_DFIG1_TRIAL_20.out,9,2001,0.0,20.0,pass,pass
E_23_24_1_A_I,1529624026,200,3IBR_DFIG1_TRIAL_20.out,10,2001,0.0,20.0,pass,pass
E_25_26_1_A_P,2044158552,49,3IBR_DFIG1_TRIAL_05.out,9,2001,0.0,20.0,pass,pass
E_25_26_1_B_P,1592248183,50,3IBR_DFIG1_TRIAL_05.out,10,2001,0.0,20.0,pass,pass
E_25_26_1_B_Q,1066883784,53,3IBR_DFIG1_TRIAL_06.out,3,2001,0.0,20.0,pass,pass
E_25_26_1_A_Q,2032778088,51,3IBR_DFIG1_TRIAL_06.out,1,2001,0.0,20.0,pass,pass
E_25_26_1_B_I,1797257820,55,3IBR_DFIG1_TRIAL_06.out,5,2001,0.0,20.0,pass,pass
E_25_26_1_A_I,128389211,54,3IBR_DFIG1_TRIAL_06.out,4,2001,0.0,20.0,pass,pass
E_26_27_1_A_I,615994028,43,3IBR_DFIG1_TRIAL_05.out,3,2001,0.0,20.0,pass,pass
E_26_27_1_B_I,1538087823,44,3IBR_DFIG1_TRIAL_05.out,4,2001,0.0,20.0,pass,pass
E_26_27_1_A_Q,1497268863,36,3IBR_DFIG1_TRIAL_04.out,6,2001,0.0,20.0,pass,pass
E_26_27_1_B_Q,1348887123,37,3IBR_DFIG1_TRIAL_04.out,7,2001,0.0,20.0,pass,pass
E_26_27_1_B_P,1402035498,29,3IBR_DFIG1_TRIAL_03.out,9,2001,0.0,20.0,pass,pass
E_26_27_1_A_P,971727454,28,3IBR_DFIG1_TRIAL_03.out,8,2001,0.0,20.0,pass,pass
E_26_28_1_A_I,1979701707,241,3IBR_DFIG1_TRIAL_25.out,1,2001,0.0,20.0,pass,pass
E_26_28_1_B_I,812139948,240,3IBR_DFIG1_TRIAL_24.out,10,2001,0.0,20.0,pass,pass
E_26_28_1_A_Q,1357818295,247,3IBR_DFIG1_TRIAL_25.out,7,2001,0.0,20.0,pass,pass
E_26_28_1_B_Q,81673629,244,3IBR_DFIG1_TRIAL_25.out,4,2001,0.0,20.0,pass,pass
E_26_28_1_B_P,1689196956,250,3IBR_DFIG1_TRIAL_25.out,10,2001,0.0,20.0,pass,pass
E_26_28_1_A_P,784873247,252,3IBR_DFIG1_TRIAL_26.out,2,2001,0.0,20.0,pass,pass
E_26_29_1_A_P,759213314,39,3IBR_DFIG1_TRIAL_04.out,9,2001,0.0,20.0,pass,pass
E_26_29_1_B_P,1204488324,41,3IBR_DFIG1_TRIAL_05.out,1,2001,0.0,20.0,pass,pass
E_26_29_1_B_Q,1058242353,46,3IBR_DFIG1_TRIAL_05.out,6,2001,0.0,20.0,pass,pass
E_26_29_1_A_Q,469985944,45,3IBR_DFIG1_TRIAL_05.out,5,2001,0.0,20.0,pass,pass
E_26_29_1_B_I,1011287374,48,3IBR_DFIG1_TRIAL_05.out,8,2001,0.0,20.0,pass,pass
E_26_29_1_A_I,1347199140,47,3IBR_DFIG1_TRIAL_05.out,7,2001,0.0,20.0,pass,pass
E_28_29_1_A_I,2084418159,236,3IBR_DFIG1_TRIAL_24.out,6,2001,0.0,20.0,pass,pass
E_28_29_1_B_I,11383335,234,3IBR_DFIG1_TRIAL_24.out,4,2001,0.0,20.0,pass,pass
E_28_29_1_A_Q,1694381187,239,3IBR_DFIG1_TRIAL_24.out,9,2001,0.0,20.0,pass,pass
E_28_29_1_B_Q,756535321,238,3IBR_DFIG1_TRIAL_24.out,8,2001,0.0,20.0,pass,pass
E_28_29_1_B_P,773629425,242,3IBR_DFIG1_TRIAL_25.out,2,2001,0.0,20.0,pass,pass
E_28_29_1_A_P,1556898854,243,3IBR_DFIG1_TRIAL_25.out,3,2001,0.0,20.0,pass,pass
E_16_17_1_B_P,306573742,26,3IBR_DFIG1_TRIAL_03.out,6,2001,0.0,20.0,pass,pass
E_16_17_1_A_P,1580747686,24,3IBR_DFIG1_TRIAL_03.out,4,2001,0.0,20.0,pass,pass
E_16_17_1_B_Q,672274866,35,3IBR_DFIG1_TRIAL_04.out,5,2001,0.0,20.0,pass,pass
E_16_17_1_A_Q,1103590722,32,3IBR_DFIG1_TRIAL_04.out,2,2001,0.0,20.0,pass,pass
E_16_17_1_B_I,1528618907,42,3IBR_DFIG1_TRIAL_05.out,2,2001,0.0,20.0,pass,pass
E_16_17_1_A_I,1014269679,40,3IBR_DFIG1_TRIAL_04.out,10,2001,0.0,20.0,pass,pass
Ipcmd,1562377855,433,3IBR_DFIG1_TRIAL_44.out,3,2001,0.0,20.0,pass,pass
Ip_LVPL,1862100554,438,3IBR_DFIG1_TRIAL_44.out,8,2001,0.0,20.0,pass,pass
Ip_cmd,1537584531,437,3IBR_DFIG1_TRIAL_44.out,7,2001,0.0,20.0,pass,pass
Iqcmd,349761298,432,3IBR_DFIG1_TRIAL_44.out,2,2001,0.0,20.0,pass,pass
Iq,1818661700,439,3IBR_DFIG1_TRIAL_44.out,9,2001,0.0,20.0,pass,pass
Vflt,1370766571,436,3IBR_DFIG1_TRIAL_44.out,6,2001,0.0,20.0,pass,pass
Vt_scaled,153056021,435,3IBR_DFIG1_TRIAL_44.out,5,2001,0.0,20.0,pass,pass
LVPL,1099187009,434,3IBR_DFIG1_TRIAL_44.out,4,2001,0.0,20.0,pass,pass
PQflag,580625651,428,3IBR_DFIG1_TRIAL_43.out,8,2001,0.0,20.0,pass,pass
Qflag,1574836590,429,3IBR_DFIG1_TRIAL_43.out,9,2001,0.0,20.0,pass,pass
Vflag,258007133,430,3IBR_DFIG1_TRIAL_43.out,10,2001,0.0,20.0,pass,pass
PF_Flag,1766896535,431,3IBR_DFIG1_TRIAL_44.out,1,2001,0.0,20.0,pass,pass
Pflag,252601991,427,3IBR_DFIG1_TRIAL_43.out,7,2001,0.0,20.0,pass,pass
Freeze,1226990372,426,3IBR_DFIG1_TRIAL_43.out,6,2001,0.0,20.0,pass,pass
online,1516760206,425,3IBR_DFIG1_TRIAL_43.out,5,2001,0.0,20.0,pass,pass
Vt_filt,1450500460,412,3IBR_DFIG1_TRIAL_42.out,2,2001,0.0,20.0,pass,pass
Ivdl1,1201874902,422,3IBR_DFIG1_TRIAL_43.out,2,2001,0.0,20.0,pass,pass
Ivdl2,1817277221,421,3IBR_DFIG1_TRIAL_43.out,1,2001,0.0,20.0,pass,pass
Volt_dip,180432592,423,3IBR_DFIG1_TRIAL_43.out,3,2001,0.0,20.0,pass,pass
State2,1363305825,420,3IBR_DFIG1_TRIAL_42.out,10,2001,0.0,20.0,pass,pass
Iqinj,638858606,419,3IBR_DFIG1_TRIAL_42.out,9,2001,0.0,20.0,pass,pass
11,27490869,413,3IBR_DFIG1_TRIAL_42.out,3,2001,0.0,20.0,pass,pass
33,616978169,418,3IBR_DFIG1_TRIAL_42.out,8,2001,0.0,20.0,pass,pass
22,1360873131,414,3IBR_DFIG1_TRIAL_42.out,4,2001,0.0,20.0,pass,pass
PQVdipflag,1505823658,417,3IBR_DFIG1_TRIAL_42.out,7,2001,0.0,20.0,pass,pass
RT_9,1600116776,415,3IBR_DFIG1_TRIAL_42.out,5,2001,0.0,20.0,pass,pass
RT_8,338829223,416,3IBR_DFIG1_TRIAL_42.out,6,2001,0.0,20.0,pass,pass
Iq,1134905579,439,3IBR_DFIG1_TRIAL_44.out,9,2001,0.0,20.0,pass,pass
Qord,1041376540,392,3IBR_DFIG1_TRIAL_40.out,2,2001,0.0,20.0,pass,pass
Pord,1295323910,391,3IBR_DFIG1_TRIAL_40.out,1,2001,0.0,20.0,pass,pass
PLL_f,1774947919,406,3IBR_DFIG1_TRIAL_41.out,6,2001,0.0,20.0,pass,pass
Iq,1929161100,439,3IBR_DFIG1_TRIAL_44.out,9,2001,0.0,20.0,pass,pass
Id,1963689431,404,3IBR_DFIG1_TRIAL_41.out,4,2001,0.0,20.0,pass,pass
Theta_P,2061020047,405,3IBR_DFIG1_TRIAL_41.out,5,2001,0.0,20.0,pass,pass
Vrms,1752611454,409,3IBR_DFIG1_TRIAL_41.out,9,2001,0.0,20.0,pass,pass
IPord,1943474528,402,3IBR_DFIG1_TRIAL_41.out,2,2001,0.0,20.0,pass,pass
IQord,1478475001,401,3IBR_DFIG1_TRIAL_41.out,1,2001,0.0,20.0,pass,pass
Vd,214056558,400,3IBR_DFIG1_TRIAL_40.out,10,2001,0.0,20.0,pass,pass
Vq,293385472,399,3IBR_DFIG1_TRIAL_40.out,9,2001,0.0,20.0,pass,pass
Pfilter,2043757830,393,3IBR_DFIG1_TRIAL_40.out,3,2001,0.0,20.0,pass,pass
Qfilter,12140810,394,3IBR_DFIG1_TRIAL_40.out,4,2001,0.0,20.0,pass,pass
Ve,595025690,410,3IBR_DFIG1_TRIAL_41.out,10,2001,0.0,20.0,pass,pass
Pe,1496928028,408,3IBR_DFIG1_TRIAL_41.out,8,2001,0.0,20.0,pass,pass
P,775591632,407,3IBR_DFIG1_TRIAL_41.out,7,2001,0.0,20.0,pass,pass
Iaa,1168372200,398,3IBR_DFIG1_TRIAL_40.out,8,2001,0.0,20.0,pass,pass
Ref_a,724279129,397,3IBR_DFIG1_TRIAL_40.out,7,2001,0.0,20.0,pass,pass
Idc_out,99830841,395,3IBR_DFIG1_TRIAL_40.out,5,2001,0.0,20.0,pass,pass
Edc,807034221,396,3IBR_DFIG1_TRIAL_40.out,6,2001,0.0,20.0,pass,pass
Q0,1703981874,411,3IBR_DFIG1_TRIAL_42.out,1,2001,0.0,20.0,pass,pass
Qref_REEC,1853265881,390,3IBR_DFIG1_TRIAL_39.out,10,2001,0.0,20.0,pass,pass
Pref_REEC,376516141,389,3IBR_DFIG1_TRIAL_39.out,9,2001,0.0,20.0,pass,pass
1,361898034,388,3IBR_DFIG1_TRIAL_39.out,8,2001,0.0,20.0,pass,pass
2,1392675272,387,3IBR_DFIG1_TRIAL_39.out,7,2001,0.0,20.0,pass,pass
3,1561958760,386,3IBR_DFIG1_TRIAL_39.out,6,2001,0.0,20.0,pass,pass
4,1192539155,385,3IBR_DFIG1_TRIAL_39.out,5,2001,0.0,20.0,pass,pass
P_err,696959547,384,3IBR_DFIG1_TRIAL_39.out,4,2001,0.0,20.0,pass,pass
Droop,1129853286,383,3IBR_DFIG1_TRIAL_39.out,3,2001,0.0,20.0,pass,pass
