network_branch_id,paper_identity_relation,fault_bus_distance_or_relation,pre_fault_S_max,fault_on_S_max,post_clear_early_S_max,post_clear_late_S_max,candidate_effective_capacity_band_lower,candidate_effective_capacity_band_upper,selected_effective_capacity_pu,pre_fault_no_trip_margin,threshold_crossing_time_window,expected_timer_completion_window,expected_first_trip_window,robustness_under_minus_2_percent_limit,robustness_under_plus_2_percent_limit,robustness_under_minus_5_percent_limit,robustness_under_plus_5_percent_limit,paper_alignment_score,flow_persistence_score,parameter_robustness_score,selection_status,rejection_reason,terminal_a_node,terminal_b_node,best_5s_window_start_s,best_5s_window_end_s,best_5s_window_minimum_smax_pu,post_clear_late_S_mean
E_6_11_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N6-N11,3.6676636242737275,3.6636274931877777,5.084355856444278,4.725917807401739,3.3342396584306613,2.1980545432325402,,,,,,False,False,False,False,0.18725917807401737,0.0,0.0,rejected,no_capacity_band_satisfies_prefault_no_trip_and_5s_postclear_continuous_overthreshold_with_2pct_robustness,N6,N11,14.34,19.34,2.4178599975557944,3.245463898367074
E_7_8_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N7-N8,1.849574337072068,1.863127608882364,3.2573803889527966,3.267280538223458,1.6814312155200617,0.7093042788500646,,,,,,False,False,False,False,0.17267280538223456,0.0,0.0,rejected,no_capacity_band_satisfies_prefault_no_trip_and_5s_postclear_continuous_overthreshold_with_2pct_robustness,N7,N8,5.32,10.32,0.7802347067350711,1.540368890133932
E_8_9_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N8-N9,1.1388270135066039,1.6405560881199721,2.7719447591677877,7.638320424115136,1.0352972850060034,1.1470142729712942,1.0904747990286072,0.06069526542486425,2.5,7.5,7.5,True,True,True,True,0.4697881040413587,1.0,0.01361959920082927,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N8,N9,8.14,13.14,1.2617157002684238,2.658563405353283
E_9_39_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N9-N39,0.7969679571456495,1.357898134294006,2.7890664054726315,7.572229301735895,0.7245163246778631,0.8910652949186983,0.8064478992555746,0.09012473203548266,2.5,7.5,7.5,True,True,True,True,0.47243684573088957,1.0,0.026858210854122433,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N9,N39,8.14,13.14,0.9801718244105683,2.704773704245443
E_13_14_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N13-N14,2.8398597718702816,3.171995670074924,5.122978028996318,7.525012915041005,2.5816907017002557,3.8920070100051896,3.225035707052494,0.7076795058874619,2.79,7.79,7.79,True,True,True,True,0.5243158731515518,1.0,0.23626297600456683,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N13,N14,13.85,18.85,4.281207711005709,4.323747465345114
E_14_15_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N14-N15,0.3780749954818694,0.9469064806458578,2.0986416810333237,5.207239182037206,0.343704541347154,0.6232909675219963,0.4808942478719755,0.15090867717730372,2.5,7.5,7.5,True,True,True,True,0.4550899246333702,1.0,0.05207013125199265,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N14,N15,13.64,18.64,0.685620064274196,1.8334885449376712
E_15_16_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N15-N16,3.501816860930635,3.496758286574812,6.399596730723098,5.878717268653468,3.1834698735733045,2.2375489240868407,,,,,,False,False,False,False,0.19878717268653467,0.0,0.0,rejected,no_capacity_band_satisfies_prefault_no_trip_and_5s_postclear_continuous_overthreshold_with_2pct_robustness,N15,N16,8.47,13.47,2.461303816495525,2.792038370208456
E_16_17_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N16-N17,2.489486426834542,7.666344900204108,14.891539273043572,15.288151019682704,2.263169478940492,7.532887131316045,4.84727003661916,2.8425106134465348,2.5,7.5,7.5,True,True,True,True,0.79,1.0,1.0,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N16,N17,9.44,14.44,8.28617584444765,10.61041146055305
E_16_19_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N16-N19,5.21612128626015,6.134021114603162,10.397884493024703,12.302169745636933,4.7419284420546814,5.6704595502577995,5.198988280386364,0.502765822164851,2.5,7.5,7.5,True,True,True,True,0.5490502763057525,1.0,0.14411431539753253,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N16,N19,9.34,14.34,6.23750550528358,8.410678762898137
E_16_21_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N16-N21,3.3661099410688027,3.747148532061836,7.149122114807144,6.7485338937588,3.060099946426184,3.269455244208903,3.163949622188592,0.11423464333864874,2.5,7.5,7.5,True,True,False,False,0.4616252045823468,1.0,0.016559462579034977,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N16,N21,14.38,19.380000000000003,3.5964007686297936,4.574881467179846
E_16_24_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N16-N24,1.1354615191723587,2.2891757848989758,3.206654071743612,3.2835997781433774,1.0322377447021442,1.211543954088663,1.1205460057038201,0.0971390871018436,2.5,7.5,7.5,True,True,True,True,0.4295602162393521,1.0,0.026896873831673183,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N16,N24,10.9,15.9,1.3326983494975295,1.8669419205316469
E_17_18_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N17-N18,2.278284921081427,2.255151757809583,5.23054940455233,4.592460823979872,2.0711681100740242,0.8472664972928418,,,,,,False,False,False,False,0.1859246082397987,0.0,0.0,rejected,no_capacity_band_satisfies_prefault_no_trip_and_5s_postclear_continuous_overthreshold_with_2pct_robustness,N17,N18,14.43,19.43,0.931993147022126,2.0928800361030673
E_17_27_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N17-N27,0.4834546961232223,7.928082687827165,15.376205293879089,15.131366623495158,0.4395042692029293,9.995609093716142,5.1240452513149295,5.1529950803232,2.5,7.5,7.5,True,True,True,True,0.79,1.0,1.0,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N17,N27,9.44,14.44,10.995170003087757,11.541806182705907
E_21_22_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N21-N22,6.250551178547787,6.609511915172861,10.210202385324662,9.640925891652492,5.68231925322526,6.184964914375569,5.93098802239787,0.27353564608987124,2.5,7.5,7.5,True,True,False,False,0.4996795659292446,1.0,0.05308122805087869,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N21,N22,14.39,19.39,6.803461405813127,7.312699080154761
E_22_23_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N22-N23,0.7624760077019758,0.8120205714054909,1.3009475994807012,1.903607845379251,0.6931600070017961,0.6046124177029988,,,,,,False,False,False,False,0.1590360784537925,0.0,0.0,rejected,no_capacity_band_satisfies_prefault_no_trip_and_5s_postclear_continuous_overthreshold_with_2pct_robustness,N22,N23,14.45,19.45,0.6650736594732988,1.1112873907031648
E_23_24_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 2 from N29 fault; endpoints N23-N24,3.5788982271230205,3.742077910829108,6.264059869715895,6.203886766594032,3.2535438428391092,3.599953130967456,3.424654255724289,0.18822145417369773,2.75,7.75,7.75,True,True,False,True,0.4625100235609091,1.0,0.04188462357987506,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N23,N24,14.28,19.28,3.959948444064202,4.48489475248047
E_25_26_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 1 from N29 fault; endpoints N25-N26,0.6626007979761106,8.180550573214022,14.955846913956679,13.779863871401375,0.6023643617964641,9.590341640243878,5.00847661888325,4.846723482795466,2.5,7.5,7.5,True,True,True,True,0.8827986387140138,1.0,1.0,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N25,N26,13.87,18.869999999999997,10.549375804268267,10.013737669227675
E_26_27_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 1 from N29 fault; endpoints N26-N27,2.7248012030548474,6.15215950119921,15.636231264994521,14.767174173979178,2.477092002777134,10.55565980864234,6.438165493848624,4.357180840178639,2.52,7.52,7.52,True,True,True,True,0.8926717417397918,1.0,1.0,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N26,N27,9.48,14.48,11.611225789506573,11.872888379135894
E_26_28_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 1 from N29 fault; endpoints N26-N28,1.5482529015692845,5.261615949721193,17.800937934773188,14.008591023112018,1.4075026377902586,11.599035665801948,6.403915387671055,5.496054024868876,2.53,7.529999999999999,7.529999999999999,True,True,True,True,0.8850859102311202,1.0,1.0,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N26,N28,13.93,18.93,12.758939232382144,11.716417758949255
E_26_29_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 0 from N29 fault; endpoints N26-N29,2.0624766295560746,5.2183416522664325,18.667518893851224,13.926570806763628,1.8749787541418859,11.64272723828834,6.663841047792766,5.267748523015969,2.52,7.52,7.52,True,True,True,True,0.9892657080676363,1.0,1.0,not_selected,eligible_but_lower_fixed_selection_score_or_less_direct_N29_fault_relation,N26,N29,13.93,18.93,12.806999962117176,12.018242765884137
E_28_29_1,paper-constrained adapted-network first-trip candidate,endpoint distance class 0 from N29 fault; endpoints N28-N29,3.561300975040938,3.5491306150347914,19.695969170689732,15.36295434464307,3.2375463409463068,12.690992249352501,7.872883989661206,5.098871413586389,2.53,7.529999999999999,7.529999999999999,True,True,True,True,1.0,1.0,1.0,selected,,N28,N29,14.5,19.5,13.960091474287752,12.944166897570064
