run,window,start_s,end_s,signal,runtime_status,raw_units_from_inf,min,mean,max
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_DURATION_EXCEEDED,readable,logic,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_TRIP_REQUEST,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_TRIP_LATCH,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_FINAL_BRK_CMD,readable,logic,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_FINAL_CMD_BOOL,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_BRK_OPEN_BOOL,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_TRIP_CONFIRMED,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_CASCADE_EVENT_VALID,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_CASCADE_EVENT_CAUSE_CODE,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_CASCADE_EVENT_BRK_OPEN,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_CASCADE_SOURCE_AVAILABLE,readable,,1.0,1.0,1.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_CASCADE_AVAILABLE,readable,,1.0,1.0,1.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_CASCADE_FIRST_EVENT_TIME_S,readable,s,-1.0,-1.0,-1.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_EXISTING_BRK_CMD,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_ORIGINAL_CMD_OPEN_BOOL,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,DFIG_LVRT_TALLOW_S,readable,s,1.7677302675191,1.9365697861422755,2.0
stage9,pre_first_trip_redistribution,3.5,7.5,E_28_29_1_A_P,readable,,-25.382380418996,-5.637630331863656,11.091203999649
stage9,pre_first_trip_redistribution,3.5,7.5,E_28_29_1_A_Q,readable,,-25.966035744321,-20.337320970228294,-15.120853654495
stage9,pre_first_trip_redistribution,3.5,7.5,E_28_29_1_B_P,readable,,-25.841851306899,-6.205140504827318,10.550802414337
stage9,pre_first_trip_redistribution,3.5,7.5,E_28_29_1_B_Q,readable,,-32.224201074528,-25.64294370551618,-19.65100430933
stage9,pre_first_trip_redistribution,3.5,7.5,PAPER_OVL1_S_MAX_PU,readable,pu,22.541427567063,29.09337813409839,35.00013623882
stage9,pre_first_trip_redistribution,3.5,7.5,PAPER_OVL1_LOADING_INDEX_EQ,readable,pu,2.863172834211,3.6953901735440637,4.4456562910461
stage9,pre_first_trip_redistribution,3.5,7.5,PAPER_OVL1_ABOVE_THRESHOLD,readable,,1.0,1.0,1.0
stage9,pre_first_trip_redistribution,3.5,7.5,PAPER_OVL1_TIMER_OR_CURVE_STATE,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,PAPER_OVL1_TRIP_REQUEST,readable,,0.0,0.0,0.0
stage9,pre_first_trip_redistribution,3.5,7.5,PAPER_OVL1_BRK_STATE,readable,,0.0,0.0,0.0
