time_s,PAPER_OVL1_S_A_PU,PAPER_OVL1_S_B_PU,PAPER_OVL1_S_MAX_PU,PAPER_OVL1_EFFECTIVE_CAPACITY_PU,PAPER_OVL1_LOADING_INDEX_EQ,PAPER_OVL1_ABOVE_THRESHOLD,PAPER_OVL1_TIMER_OR_CURVE_STATE,PAPER_OVL1_TRIP_REQUEST,PAPER_OVL1_BRK_CMD,PAPER_OVL1_BRK_STATE,PAPER_OVL1_TRIP_EVENT_VALID,PAPER_OVL1_FIRST_TRIP_TIME_S,PAPER_OVL1_RELAY_ENABLE
0.23,5.3324626862998,5.3685264796369,5.3685264796369,7.87288399,0.68190087475644,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.24,5.3335704784383,5.369766720467,5.369766720467,7.87288399,0.68205840798462,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.25,5.3327534362713,5.3688286130735,5.3688286130735,7.87288399,0.68193925121885,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.26,5.3354910642426,5.3716401359205,5.3716401359205,7.87288399,0.68229636594969,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.27,5.3333254843124,5.369478936213,5.369478936213,7.87288399,0.68202185413036,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.28,5.3350180198834,5.3710976007466,5.3710976007466,7.87288399,0.68222745407768,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.29,5.3349145674452,5.371113765839,5.371113765839,7.87288399,0.68222950733954,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.3,5.3337209927513,5.3698036413787,5.3698036413787,7.87288399,0.68206309761446,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.31,5.3359137058944,5.3720685522029,5.3720685522029,7.87288399,0.68235078263904,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.32,5.3336788563569,5.3698337406017,5.3698337406017,7.87288399,0.68206692076529,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.33,5.3351820818541,5.3712665302044,5.3712665302044,7.87288399,0.68224891120292,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.34,5.3350282791854,5.3712248905598,5.3712248905598,7.87288399,0.68224362220785,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.35,5.333852764539,5.3699376942439,5.3699376942439,7.87288399,0.68208012477572,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.36,5.3359346897683,5.3720856901614,5.3720856901614,7.87288399,0.68235295947266,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.37,5.3338179226606,5.3699702677118,5.3699702677118,7.87288399,0.68208426220081,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.38,5.3352126394673,5.3712947788507,5.3712947788507,7.87288399,0.68225249929673,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.39,5.3351254773206,5.3713148720643,5.3713148720643,7.87288399,0.6822550515017,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.4,5.3339576723559,5.3700407477491,5.3700407477491,7.87288399,0.68209321445229,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.41,5.3420881501466,5.3786429964945,5.3786429964945,7.87288399,0.68318585709206,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.42,5.3354199368521,5.3719044706886,5.3719044706886,7.87288399,0.68232994129113,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.43,5.3338604160659,5.3702983087725,5.3702983087725,7.87288399,0.6821259294045,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.44,5.3313158355718,5.3678655841324,5.3678655841324,7.87288399,0.68181692896155,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.45,5.3287321585438,5.3651872833901,5.3651872833901,7.87288399,0.68147673587021,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.46,5.3296563013973,5.3661803101042,5.3661803101042,7.87288399,0.68160286839234,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.47,5.3270985533086,5.3636383228576,5.3636383228576,7.87288399,0.6812799896036,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.48,5.3278862207441,5.3643693910574,5.3643693910574,7.87288399,0.68137284861191,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.49,5.3276054742396,5.3641992918374,5.3641992918374,7.87288399,0.68135124290551,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.5,5.3262651038174,5.3627731085416,5.3627731085416,7.87288399,0.68117009158948,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.51,2.9390523650713,3.2472129460184,3.2472129460184,7.87288399,0.41245532769732,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.52,2.1864319840144,1.9669012572537,2.1864319840144,7.87288399,0.27771677911063,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.53,1.9846565058926,1.1880296693892,1.9846565058926,7.87288399,0.25208760962482,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.54,1.8068681364988,0.71821668656436,1.8068681364988,7.87288399,0.2295052408741,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.55,1.9576189687552,0.43229947734094,1.9576189687552,7.87288399,0.24865334879083,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.56,2.0012817481773,0.25917512391425,2.0012817481773,7.87288399,0.25419931891786,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.57,2.0043571801028,0.15449110978152,2.0043571801028,7.87288399,0.25458995491979,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.58,2.0791357347552,0.090687499346366,2.0791357347552,7.87288399,0.26408819657397,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.59,2.061452215293,0.052205241964002,2.061452215293,7.87288399,0.26184206675869,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.6,2.0870029295864,0.028832757707326,2.0870029295864,7.87288399,0.26508747394694,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.61,2.0964627738076,0.014697710122779,2.0964627738076,7.87288399,0.26628904686903,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.62,2.0875143758387,0.0062578000727883,2.0875143758387,7.87288399,0.26515243695833,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.63,2.1051237871262,0.0021361981139722,2.1051237871262,7.87288399,0.26738915368245,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.64,2.0953039702684,0.0031131610526993,2.0953039702684,7.87288399,0.26614185766357,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.65,2.1003422920325,0.0047982070395905,2.1003422920325,7.87288399,0.266781816511,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.66,2.1040964308946,0.005847714356064,2.1040964308946,7.87288399,0.26725866068485,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.67,2.0959333160363,0.0065445180013822,2.0959333160363,7.87288399,0.2662217960659,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.68,2.1009869703874,0.0069322874589899,2.1009869703874,7.87288399,0.26686370243179,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.69,2.1017807938622,0.0072023748008313,2.1017807938622,7.87288399,0.26696453250573,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.7,2.1027399679984,0.0073520346410877,2.1027399679984,7.87288399,0.26708636513243,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.71,2.107852713027,0.0074600681626622,2.107852713027,7.87288399,0.26773577709317,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.72,2.0996774629723,0.0074885262937065,2.0996774629723,7.87288399,0.26669737108273,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.73,2.1108069958913,0.0075639777372371,2.1108069958913,7.87288399,0.26811102495253,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.74,2.1039334185098,0.0075548348194684,2.1039334185098,7.87288399,0.26723795513591,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.75,2.1070841949139,0.0075801936938524,2.1070841949139,7.87288399,0.26763816126215,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.76,2.111704235919,0.0076068327096045,2.111704235919,7.87288399,0.26822499081674,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.77,2.1040178360833,0.0075740608484897,2.1040178360833,7.87288399,0.26724867770893,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.78,2.1146892716534,0.0076255756064982,2.1146892716534,7.87288399,0.26860414485206,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.79,2.1078445379639,0.0075922183799441,2.1078445379639,7.87288399,0.2677347387109,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.8,2.1110581180985,0.0076081298677442,2.1110581180985,7.87288399,0.26814292205752,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.81,2.1153135654975,0.0076247911544002,2.1153135654975,7.87288399,0.26868344156783,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.82,2.107858637531,0.0075909789795181,2.107858637531,7.87288399,0.26773652961334,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.83,2.1181955677617,0.0076356548086024,2.1181955677617,7.87288399,0.26904950847139,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.84,2.1113753164637,0.0076031734876828,2.1113753164637,7.87288399,0.26818321204091,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.85,2.1145437061573,0.007617607418822,2.1145437061573,7.87288399,0.2685856553765,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.86,2.1185303999267,0.0076312564364254,2.1185303999267,7.87288399,0.26909203826928,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.87,2.1112153838437,0.0076005212060487,2.1112153838437,7.87288399,0.26816289767833,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.88,2.1212535451164,0.0076412668311182,2.1212535451164,7.87288399,0.26943792742415,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.89,2.1144789427645,0.0076107742043312,2.1144789427645,7.87288399,0.26857742924325,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.9,2.1175461253787,0.0076244006989268,2.1175461253787,7.87288399,0.26896701743204,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.91,2.121354627686,0.0076370375497078,2.121354627686,7.87288399,0.26945076675593,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.92,2.1141280738833,0.007607633987849,2.1141280738833,7.87288399,0.26853286248961,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.93,2.1238850851608,0.0076467150324475,2.1238850851608,7.87288399,0.26977218105316,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.94,2.117157183338,0.0076170290595258,2.117157183338,7.87288399,0.26891761469205,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.95,2.1200879981982,0.0076301228758822,2.1200879981982,7.87288399,0.26928988168644,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.96,2.1237513176651,0.0076424123359559,2.1237513176651,7.87288399,0.26975519013905,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.97,2.1165739354353,0.0076133316525913,2.1165739354353,7.87288399,0.26884353156019,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.98,2.1260821547085,0.0076516605446977,2.1260821547085,7.87288399,0.27005124899707,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.99,2.1194003773782,0.0076222771060607,2.1194003773782,7.87288399,0.26920254128859,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.0,2.1221951454966,0.0076349690113948,2.1221951454966,7.87288399,0.269557527863,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.01,2.127478852177,0.0076564324335014,2.127478852177,7.87288399,0.27022865507472,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.02,2.1211575272736,0.0076294895474653,2.1211575272736,7.87288399,0.26942573140514,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.03,2.131611526575,0.0076704404834072,2.131611526575,7.87288399,0.27075358017246,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.04,2.1256355183076,0.0076459045250295,2.1256355183076,7.87288399,0.26999451802002,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.05,2.1288934332482,0.0076574686317854,2.1288934332482,7.87288399,0.27040833269642,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.06,2.1328528721099,0.0076728424858682,2.1328528721099,7.87288399,0.27091125371833,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.07,2.1263026202211,0.0076451397207722,2.1263026202211,7.87288399,0.27007925214216,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.08,2.1356732041598,0.0076820631004608,2.1356732041598,7.87288399,0.27126948737877,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.09,2.1296585899785,0.0076567144894828,2.1296585899785,7.87288399,0.27050552157044,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.1,2.1325271579272,0.0076674159370756,2.1325271579272,7.87288399,0.27086988207064,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.11,2.1361708908193,0.0076810999776457,2.1361708908193,7.87288399,0.27133270267066,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.12,2.129656614672,0.0076536550101587,2.129656614672,7.87288399,0.27050527067045,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.13,2.1386131048721,0.0076886782838084,2.1386131048721,7.87288399,0.27164290844226,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.14,2.1326171554205,0.0076622293088476,2.1326171554205,7.87288399,0.27088131339535,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.15,2.1352668405943,0.0076712052403293,2.1352668405943,7.87288399,0.27121787178706,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.16,2.1387281917905,0.0076819336623009,2.1387281917905,7.87288399,0.27165752658201,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.17,2.1321921174043,0.007652297695979,2.1321921174043,7.87288399,0.27082732580749,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.18,2.1407724745904,0.0076836822996267,2.1407724745904,7.87288399,0.27191718781956,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.19,2.1350051204882,0.0076548801055594,2.1350051204882,7.87288399,0.27118462855544,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.2,2.1379688815301,0.0076614989526384,2.1379688815301,7.87288399,0.2715610803164,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.21,2.141698744077,0.0076691082628855,2.141698744077,7.87288399,0.27203484095502,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.22,2.1355847846176,0.00763739338615,2.1355847846176,7.87288399,0.27125825648266,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.23,2.1445380475828,0.0076658638794201,2.1445380475828,7.87288399,0.27239548433671,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.24,2.1389856092541,0.007634172463377,2.1389856092541,7.87288399,0.2716902232995,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.25,2.1418318045147,0.0076377042699657,2.1418318045147,7.87288399,0.27205174205986,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.26,2.1455084233712,0.0076420849055024,2.1455084233712,7.87288399,0.27251873977775,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.27,2.1394154445997,0.007608037224995,2.1394154445997,7.87288399,0.27174482023577,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.28,2.1482015562349,0.0076332399249507,2.1482015562349,7.87288399,0.27286081681928,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.29,2.1426390816918,0.0075991535316544,2.1426390816918,7.87288399,0.27215428099961,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.3,2.145370318795,0.0076000993168361,2.145370318795,7.87288399,0.27250119797523,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.31,2.1489417920637,0.0076017259246683,2.1489417920637,7.87288399,0.27295484028384,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.32,2.1428322167646,0.0075657775042844,2.1428322167646,7.87288399,0.27217881267987,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.33,2.1514563685676,0.0075882011806201,2.1514563685676,7.87288399,0.27327423740784,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.34,2.1458867956988,0.0075522880557417,2.1458867956988,7.87288399,0.2725667999712,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.35,2.1485157280687,0.0075510605235703,2.1485157280687,7.87288399,0.27290072237793,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.36,2.1520008591132,0.0075504587047708,2.1520008591132,7.87288399,0.27334339764776,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.37,2.145885419276,0.0075130392535202,2.145885419276,7.87288399,0.27256662514037,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.38,2.1543668901665,0.007533079589069,2.1543668901665,7.87288399,0.27364392678756,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.39,2.1488005926245,0.0074957889505762,2.1488005926245,7.87288399,0.27293690537723,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.4,2.1513295099582,0.0074926777278581,2.1513295099582,7.87288399,0.27325812404842,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.41,2.1547267280247,0.0074902091290188,2.1547267280247,7.87288399,0.27368963276501,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.42,2.1485973004776,0.0074516019761717,2.1485973004776,7.87288399,0.27291108356311,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.43,2.156926112502,0.0074694960314345,2.156926112502,7.87288399,0.27396899474725,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.44,2.1513472182139,0.007431113161875,2.1513472182139,7.87288399,0.27326037332019,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.45,2.1537671089077,0.0074262979811588,2.1537671089077,7.87288399,0.27356774361764,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.46,2.1570672337,0.0074222111296027,2.1570672337,7.87288399,0.2739869197158,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.47,2.15091543742,0.007382609736145,2.15091543742,7.87288399,0.27320552927644,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.48,2.1590880639908,0.0073985264428145,2.1590880639908,7.87288399,0.27424360205653,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.49,2.1534945173093,0.0073592753184336,2.1534945173093,7.87288399,0.273533119508,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.5,2.15580493187,0.0073528798341006,2.15580493187,7.87288399,0.27382658433787,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.51,2.1565444578985,0.0073424709816665,2.1565444578985,7.87288399,0.27392051764483,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.52,2.1477842261056,0.0072968271392086,2.1477842261056,7.87288399,0.27280780827378,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.53,2.1536258296408,0.0073067054164725,2.1536258296408,7.87288399,0.27354979857144,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.54,2.1459356905747,0.0072626611837869,2.1459356905747,7.87288399,0.27257301051311,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.55,2.1461612456206,0.0072508747695679,2.1461612456206,7.87288399,0.27260166012183,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.56,2.1473849634929,0.007240395805041,2.1473849634929,7.87288399,0.27275709463272,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.57,2.139386158356,0.0071956259306851,2.139386158356,7.87288399,0.27174110034816,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.58,2.1454315961404,0.0072043803589768,2.1454315961404,7.87288399,0.27250898131682,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.59,2.1380783211234,0.0071604546851366,2.1380783211234,7.87288399,0.27157498114276,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.6,2.1384276149971,0.0071477136222521,2.1384276149971,7.87288399,0.27161934784169,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.61,2.1397074731738,0.0071363777826774,2.1397074731738,7.87288399,0.27178191319618,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.62,2.1318256556305,0.0070912105698685,2.1318256556305,7.87288399,0.27078077847182,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.63,2.1378061524392,0.0070984298382358,2.1378061524392,7.87288399,0.27154041075095,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.64,2.1305389060436,0.0070542097558812,2.1305389060436,7.87288399,0.27061733778241,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.65,2.1308570360164,0.0070401657599273,2.1308570360164,7.87288399,0.27065774609698,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.66,2.1321236636563,0.0070278542854772,2.1321236636563,7.87288399,0.27081863093176,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.67,2.1243090114469,0.0069821451011501,2.1243090114469,7.87288399,0.269826027431,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.68,2.130120744787,0.0069875546081015,2.130120744787,7.87288399,0.27056422366856,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.69,2.1226142297069,0.0069423761062344,2.1226142297069,7.87288399,0.26961075920883,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.7,2.1225519489325,0.0069262511872671,2.1225519489325,7.87288399,0.26960284841343,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.71,2.1234529103168,0.0069122496706994,2.1234529103168,7.87288399,0.26971728695786,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.72,2.1154996943152,0.0068655226630057,2.1154996943152,7.87288399,0.26870708332578,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.73,2.1216748404853,0.0068700177036241,2.1216748404853,7.87288399,0.26949143962749,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.74,2.1153315262131,0.006826504399425,2.1153315262131,7.87288399,0.26868572290662,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.75,2.1165978588639,0.0068113478313145,2.1165978588639,7.87288399,0.26884657027239,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.76,2.11903643578,0.0067990766568544,2.11903643578,7.87288399,0.26915631406122,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.77,2.1126405480094,0.0067543163760709,2.1126405480094,7.87288399,0.26834391954624,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
