time_s,DFIG_BRK_STATE,PAPER_OVL1_BRK_STATE,PAPER_OVL2_S_A_PU,PAPER_OVL2_S_B_PU,PAPER_OVL2_S_MAX_PU,PAPER_OVL2_EFFECTIVE_CAPACITY_PU,PAPER_OVL2_LOADING_INDEX_EQ,PAPER_OVL2_ABOVE_THRESHOLD,PAPER_OVL2_TIMER_OR_CURVE_STATE,PAPER_OVL2_TRIP_REQUEST,PAPER_OVL2_BRK_CMD,PAPER_OVL2_BRK_STATE,PAPER_OVL2_TRIP_EVENT_VALID,PAPER_OVL2_FIRST_TRIP_TIME_S,PAPER_OVL2_RELAY_ENABLE
4.88,2.0,0.0,4.3759358822756,8.8150430306691,8.8150430306691,18.2628731341,0.48267558811488,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.89,2.0,0.0,6.5259385996124,9.7492468624432,9.7492468624432,18.2628731341,0.53382875689147,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.9,2.0,0.0,8.0994630486045,10.736101117295,10.736101117295,18.2628731341,0.58786484681037,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.91,2.0,0.0,8.732064521795,11.032490710472,11.032490710472,18.2628731341,0.60409392484213,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.92,2.0,0.0,8.4560111864986,10.407273209961,10.407273209961,18.2628731341,0.56985957979026,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.93,2.0,0.0,7.666127772307,9.1614453945082,9.1614453945082,18.2628731341,0.50164316026497,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.94,2.0,0.0,7.1673335445115,8.2791677830059,8.2791677830059,18.2628731341,0.45333325825646,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.95,2.0,0.0,7.5689064658205,8.7745661740512,8.7745661740512,18.2628731341,0.48045924152359,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.96,2.0,0.0,8.5743909792073,10.417390323325,10.417390323325,18.2628731341,0.57041355140743,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.97,2.0,0.0,9.3707393999037,12.079761743235,12.079761743235,18.2628731341,0.66143818962853,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.98,2.0,0.0,9.4094591733388,12.991597208749,12.991597208749,18.2628731341,0.71136655844647,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
4.99,2.0,0.0,8.48615203213,12.852920497565,12.852920497565,18.2628731341,0.7037731907345,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.0,2.0,0.0,6.7016182545345,11.780780076524,11.780780076524,18.2628731341,0.64506718028542,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.01,2.0,0.0,4.4476442841734,10.21099117736,10.21099117736,18.2628731341,0.55911198103296,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.02,2.0,0.0,2.8549489533434,8.8879975882468,8.8879975882468,18.2628731341,0.48667028035426,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.03,2.0,0.0,3.8571130909843,8.5857256435767,8.5857256435767,18.2628731341,0.47011910889014,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.04,2.0,0.0,5.9809963921136,9.3538766460965,9.3538766460965,18.2628731341,0.51217990605384,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.05,2.0,0.0,7.7283983270951,10.412110180935,10.412110180935,18.2628731341,0.57012443247462,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.06,2.0,0.0,8.6173522853824,10.948941939686,10.948941939686,18.2628731341,0.59951913695562,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.07,2.0,0.0,8.5796329937064,10.597512760402,10.597512760402,18.2628731341,0.58027631701686,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.08,2.0,0.0,7.8729307995336,9.4716012017466,9.4716012017466,18.2628731341,0.51862601969574,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.09,2.0,0.0,7.1884879376907,8.3427721055321,8.3427721055321,18.2628731341,0.45681596998857,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.1,2.0,0.0,7.2722786035944,8.3224347871067,8.3224347871067,18.2628731341,0.4557023818759,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.11,2.0,0.0,8.1599049532378,9.6872975498313,9.6872975498313,18.2628731341,0.53043666671174,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.12,2.0,0.0,9.1100045539689,11.446698439185,11.446698439185,18.2628731341,0.62677424056636,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.13,2.0,0.0,9.4745864067033,12.68507222376,12.68507222376,18.2628731341,0.69458250794474,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.14,2.0,0.0,8.9352193337985,12.948498260455,12.948498260455,18.2628731341,0.70900663687347,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.15,2.0,0.0,7.4929941913386,12.220305494631,12.220305494631,18.2628731341,0.66913378880201,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.16,2.0,0.0,5.4013226113949,10.794006057624,10.794006057624,18.2628731341,0.59103548375799,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.17,2.0,0.0,3.3374504052284,9.2774755535576,9.2774755535576,18.2628731341,0.50799649570116,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.18,2.0,0.0,3.1352807967326,8.4659025652062,8.4659025652062,18.2628731341,0.46355808875433,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.19,2.0,0.0,5.0028158254528,8.8133581525739,8.8133581525739,18.2628731341,0.48258333110346,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.2,2.0,0.0,6.9780325956825,9.847062884149,9.847062884149,18.2628731341,0.53918476089958,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.21,2.0,0.0,8.2817692069024,10.706727112902,10.706727112902,18.2628731341,0.58625644685175,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.22,2.0,0.0,8.6871279386122,10.822490556443,10.822490556443,18.2628731341,0.59259517804104,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.23,2.0,0.0,8.2603756124791,10.046890135596,10.046890135596,18.2628731341,0.55012648129483,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.24,2.0,0.0,7.4676939621556,8.8004373145535,8.8004373145535,18.2628731341,0.48187583902784,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.25,2.0,0.0,7.0587428823701,8.0418029521279,8.0418029521279,18.2628731341,0.44033613402879,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.26,2.0,0.0,7.5567627569202,8.6930773379578,8.6930773379578,18.2628731341,0.47599724720894,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.27,2.0,0.0,8.560305428907,10.34738425286,10.34738425286,18.2628731341,0.56658030622461,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.28,2.0,0.0,9.3357477986123,11.971034830182,11.971034830182,18.2628731341,0.6554847499778,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.29,2.0,0.0,9.3749126490921,12.846813380709,12.846813380709,18.2628731341,0.70343879007305,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.3,2.0,0.0,8.5173789786937,12.738965413284,12.738965413284,18.2628731341,0.69753347787859,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.31,2.0,0.0,6.8469810679398,11.731916613371,11.731916613371,18.2628731341,0.64239161753064,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.32,2.0,0.0,4.7069189587286,10.221630891257,10.221630891257,18.2628731341,0.55969456811105,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.33,2.0,0.0,3.0033595391167,8.8512223416962,8.8512223416962,18.2628731341,0.4846566187425,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.34,2.0,0.0,3.5571927836881,8.3677781177369,8.3677781177369,18.2628731341,0.45818519661689,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.35,2.0,0.0,5.5353574474348,8.965520006263,8.965520006263,18.2628731341,0.49091508988927,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.36,2.0,0.0,7.3420688734967,10.018711651451,10.018711651451,18.2628731341,0.54858354311977,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.37,2.0,0.0,8.4382364693874,10.750167089598,10.750167089598,18.2628731341,0.58863504174083,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.38,2.0,0.0,8.6533507538696,10.689194084367,10.689194084367,18.2628731341,0.58529641014747,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.39,2.0,0.0,8.1366973178176,9.8134631787591,9.8134631787591,18.2628731341,0.53734497889249,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.4,2.0,0.0,7.3522331420868,8.5708749400638,8.5708749400638,18.2628731341,0.46930594529841,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.41,2.0,0.0,7.0549528760102,7.9660278057908,7.9660278057908,18.2628731341,0.43618699792186,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.42,2.0,0.0,7.6183879373697,8.7367734585301,8.7367734585301,18.2628731341,0.47838986748569,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.43,2.0,0.0,8.6211263325348,10.409552467647,10.409552467647,18.2628731341,0.56998438258931,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.44,2.0,0.0,9.350566337518,11.973970148346,11.973970148346,18.2628731341,0.65564547595681,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.45,2.0,0.0,9.375323489379,12.818080385733,12.818080385733,18.2628731341,0.70186548916007,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.46,2.0,0.0,8.5393606419657,12.709174641074,12.709174641074,18.2628731341,0.69590225742434,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.47,2.0,0.0,6.9349614867558,11.752231027053,11.752231027053,18.2628731341,0.64350395147355,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.48,2.0,0.0,4.8658646112971,10.288926403044,10.288926403044,18.2628731341,0.56337939422207,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.49,2.0,0.0,3.0981840696341,8.9116639628849,8.9116639628849,18.2628731341,0.48796615392598,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.5,2.0,0.0,3.3397651491767,8.3082459972156,8.3082459972156,18.2628731341,0.45492546195826,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.51,2.0,0.0,5.1866475066323,8.7610006337279,8.7610006337279,18.2628731341,0.47971644819508,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.52,2.0,0.0,7.0288446539831,9.7736580483577,9.7736580483577,18.2628731341,0.53516541327271,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.53,2.0,0.0,8.2578124308993,10.602104510271,10.602104510271,18.2628731341,0.58052774239968,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.54,2.0,0.0,8.6825474770964,10.76014626549,10.76014626549,18.2628731341,0.58918146046798,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.55,2.0,0.0,8.3402654370824,10.095505982456,10.095505982456,18.2628731341,0.55278848559739,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.56,2.0,0.0,7.5952003922138,8.9158235521093,8.9158235521093,18.2628731341,0.48819391596506,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.57,2.0,0.0,7.0666535419151,7.9829585825908,7.9829585825908,18.2628731341,0.43711405779221,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.58,2.0,0.0,7.3276546173449,8.2411654706487,8.2411654706487,18.2628731341,0.4512524075558,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.59,2.0,0.0,8.2153953914325,9.6446642871085,9.6446642871085,18.2628731341,0.52810224416991,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.6,2.0,0.0,9.109536625778,11.322781855819,11.322781855819,18.2628731341,0.61998907689271,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.61,2.0,0.0,9.4721637397022,12.507051239255,12.507051239255,18.2628731341,0.68483480925582,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.62,2.0,0.0,9.0685188831188,12.861613031797,12.861613031797,18.2628731341,0.70424915824347,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.63,2.0,0.0,7.8757919034782,12.333365285224,12.333365285224,18.2628731341,0.67532447904902,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.64,2.0,0.0,6.0686776159952,11.136181105854,11.136181105854,18.2628731341,0.6097715854501,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.65,2.0,0.0,4.0425248364837,9.6757119003704,9.6757119003704,18.2628731341,0.52980228408334,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.66,2.0,0.0,2.8408675521948,8.5501785379841,8.5501785379841,18.2628731341,0.46817269523816,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.67,2.0,0.0,3.8204885709469,8.3160467296651,8.3160467296651,18.2628731341,0.45535259806069,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.68,2.0,0.0,5.7125489373097,8.9859882529559,8.9859882529559,18.2628731341,0.49203584709667,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.69,2.0,0.0,7.3801996176175,9.9861664860848,9.9861664860848,18.2628731341,0.54680150339756,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.7,2.0,0.0,8.4088834944665,10.674261166656,10.674261166656,18.2628731341,0.58447874484359,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.71,2.0,0.0,8.6818789230622,10.686232196956,10.686232196956,18.2628731341,0.5851342293455,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.72,2.0,0.0,8.2706853125252,9.9391954706125,9.9391954706125,18.2628731341,0.54422956331303,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.73,2.0,0.0,7.5445938276113,8.7728280162034,8.7728280162034,18.2628731341,0.48036406713153,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.74,2.0,0.0,7.0808112289786,7.9219083431066,7.9219083431066,18.2628731341,0.43377119716804,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.75,2.0,0.0,7.3697070740834,8.2304549876164,8.2304549876164,18.2628731341,0.45066594545021,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.76,2.0,0.0,8.2319388640776,9.604805126781,9.604805126781,18.2628731341,0.52591972009307,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.77,2.0,0.0,9.1022273235444,11.241074767212,11.241074767212,18.2628731341,0.6155151319659,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.78,2.0,0.0,9.4908667144392,12.433166742478,12.433166742478,18.2628731341,0.68078919736143,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.79,2.0,0.0,9.174269459345,12.862061634224,12.862061634224,18.2628731341,0.70427372187172,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.8,2.0,0.0,8.1194374474921,12.462108364577,12.462108364577,18.2628731341,0.68237392183971,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.81,2.0,0.0,6.4612507819269,11.397816728542,11.397816728542,18.2628731341,0.62409767865386,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.82,2.0,0.0,4.5025180612196,10.00171525079,10.00171525079,18.2628731341,0.54765288995601,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.83,2.0,0.0,2.9655021702298,8.769366086727,8.769366086727,18.2628731341,0.48017450607774,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.84,2.0,0.0,3.2934141829565,8.2464207199031,8.2464207199031,18.2628731341,0.4515401634426,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.85,2.0,0.0,5.0056892994755,8.632500949218,8.632500949218,18.2628731341,0.47268033270732,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.86,2.0,0.0,6.769104468346,9.5592603193946,9.5592603193946,18.2628731341,0.52342587331157,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.87,2.0,0.0,8.0568496744403,10.418237017545,10.418237017545,18.2628731341,0.5704599129089,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.88,2.0,0.0,8.6768079739103,10.776283996947,10.776283996947,18.2628731341,0.59006509642919,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.89,2.0,0.0,8.5960385695581,10.417233060358,10.417233060358,18.2628731341,0.57040494033258,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.9,2.0,0.0,8.0066673610686,9.4474552635208,9.4474552635208,18.2628731341,0.51730388718962,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.91,2.0,0.0,7.32560214842,8.3138348452067,8.3138348452067,18.2628731341,0.45523148434314,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.92,2.0,0.0,7.1182583919116,7.8280806526366,7.8280806526366,18.2628731341,0.42863357781423,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.93,2.0,0.0,7.6326324421933,8.5337850271521,8.5337850271521,18.2628731341,0.4672750538478,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.94,2.0,0.0,8.5397389697365,10.048020209361,10.048020209361,18.2628731341,0.55018835949745,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.95,2.0,0.0,9.303191545299,11.582299479023,11.582299479023,18.2628731341,0.63419919713491,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.96,2.0,0.0,9.551217055723,12.604799163736,12.604799163736,18.2628731341,0.6901870845393,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.97,2.0,0.0,9.1260168086929,12.880855397075,12.880855397075,18.2628731341,0.70530279121438,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.98,2.0,0.0,8.0299552111253,12.399304128704,12.399304128704,18.2628731341,0.67893501956996,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
5.99,2.0,0.0,6.4052186724776,11.328528628036,11.328528628036,18.2628731341,0.62030374656024,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.0,2.0,0.0,4.5303481080376,9.9700667957698,9.9700667957698,18.2628731341,0.54591995041316,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.01,2.0,0.0,3.0490786359777,8.7679011766963,8.7679011766963,18.2628731341,0.48009429361501,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.02,2.0,0.0,3.2314643799308,8.197725297747,8.197725297747,18.2628731341,0.44887380192333,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.03,2.0,0.0,4.8045534523108,8.4879398966665,8.4879398966665,18.2628731341,0.46476476260562,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.04,2.0,0.0,6.5293723691823,9.3439227041088,9.3439227041088,18.2628731341,0.51163486903176,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.05,2.0,0.0,7.8875122542371,10.248908747579,10.248908747579,18.2628731341,0.56118819160184,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.06,2.0,0.0,8.6586534093936,10.760014078795,10.760014078795,18.2628731341,0.58917422246689,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.07,2.0,0.0,8.7729895940564,10.634179930071,10.634179930071,18.2628731341,0.58228406078206,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.08,2.0,0.0,8.3337137423684,9.8676064017545,9.8676064017545,18.2628731341,0.54030963963331,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.09,2.0,0.0,7.6263964647286,8.7254630823636,8.7254630823636,18.2628731341,0.47777055769345,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.1,2.0,0.0,7.1535595964349,7.8509304389414,7.8509304389414,18.2628731341,0.42988473835928,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.11,2.0,0.0,7.3206722428168,7.9569817552435,7.9569817552435,18.2628731341,0.43569167330996,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.12,2.0,0.0,8.0852352011766,9.1367050209086,9.1367050209086,18.2628731341,0.50028847891676,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.13,2.0,0.0,8.9775511226635,10.721024211498,10.721024211498,18.2628731341,0.58703929730968,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.14,2.0,0.0,9.5737464375494,12.08221478644,12.08221478644,18.2628731341,0.66157250820958,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.15,2.0,0.0,9.6094319419513,12.841067955349,12.841067955349,18.2628731341,0.7031241941539,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.16,2.0,0.0,9.0151840416777,12.888250438667,12.888250438667,18.2628731341,0.70570771335002,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.17,2.0,0.0,7.8312236521831,12.256480041154,12.256480041154,18.2628731341,0.67111455854494,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.18,2.0,0.0,6.2135713274789,11.134663423546,11.134663423546,18.2628731341,0.609688483394,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.19,2.0,0.0,4.4408046994622,9.8047360556484,9.8047360556484,18.2628731341,0.53686711743845,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.2,2.0,0.0,3.1258459353618,8.6618982733301,8.6618982733301,18.2628731341,0.47429000955807,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.21,2.0,0.0,3.3397500738782,8.1230924700458,8.1230924700458,18.2628731341,0.44478721449795,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.22,2.0,0.0,4.7956663903341,8.3778933367018,8.3778933367018,18.2628731341,0.45873906450452,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.23,2.0,0.0,6.4482291493793,9.1959961979978,9.1959961979978,18.2628731341,0.50353502050163,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.24,2.0,0.0,7.8074181339917,10.109103710091,10.109103710091,18.2628731341,0.55353304137097,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.25,2.0,0.0,8.6683769536264,10.72845435466,10.72845435466,18.2628731341,0.58744614146324,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.26,2.0,0.0,8.9283325241734,10.78393155817,10.78393155817,18.2628731341,0.5904838455037,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.27,2.0,0.0,8.6347014833957,10.219073965482,10.219073965482,18.2628731341,0.55955456134672,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.28,2.0,0.0,7.9734116284338,9.1677942228286,9.1677942228286,18.2628731341,0.50199079605447,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.29,2.0,0.0,7.3360129695988,8.0846342995356,8.0846342995356,18.2628731341,0.44268140287522,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.3,2.0,0.0,7.1754304857098,7.659381858564,7.659381858564,18.2628731341,0.41939632402432,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.31,2.0,0.0,7.6784567479764,8.3449244044204,8.3449244044204,18.2628731341,0.45693382104478,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.32,2.0,0.0,8.5585091711714,9.7884811817443,9.7884811817443,18.2628731341,0.53597706723744,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.33,2.0,0.0,9.3725865983205,11.327225240607,11.327225240607,18.2628731341,0.62023237841239,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.34,2.0,0.0,9.7949002793857,12.481313719792,12.481313719792,18.2628731341,0.68342552829147,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.35,2.0,0.0,9.6638308558934,13.018579865688,13.018579865688,18.2628731341,0.71284401803024,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.36,2.0,0.0,8.9588209082994,12.892116627714,12.892116627714,18.2628731341,0.70591940999917,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.37,2.0,0.0,7.7454324511128,12.171576077171,12.171576077171,18.2628731341,0.66646556583937,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.38,2.0,0.0,6.1806254344762,11.041267931128,11.041267931128,18.2628731341,0.60457452943219,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.39,2.0,0.0,4.5192165528403,9.7497379129342,9.7497379129342,18.2628731341,0.53385564480157,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.4,2.0,0.0,3.2908301077952,8.6392544544748,8.6392544544748,18.2628731341,0.47305012694546,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.41,2.0,0.0,3.3722996946437,8.0612433955652,8.0612433955652,18.2628731341,0.44140061294701,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.42,2.0,0.0,4.6380750843153,8.2139579740837,8.2139579740837,18.2628731341,0.44976263667663,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.43,2.0,0.0,6.1991327235501,8.9373780664355,8.9373780664355,18.2628731341,0.48937415273109,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.44,2.0,0.0,7.5804387192263,9.8529004953233,9.8529004953233,18.2628731341,0.53950440453568,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.45,2.0,0.0,8.5670138218534,10.596954423235,10.596954423235,18.2628731341,0.5802457447645,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.46,2.0,0.0,9.0327423981122,10.892811267123,10.892811267123,18.2628731341,0.59644565163104,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.47,2.0,0.0,8.970329990387,10.625920341654,10.625920341654,18.2628731341,0.58183179960953,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.48,2.0,0.0,8.4561066308268,9.8004467626223,9.8004467626223,18.2628731341,0.53663225335137,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.49,2.0,0.0,7.7545331385592,8.6780745977832,8.6780745977832,18.2628731341,0.47517575871343,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.5,2.0,0.0,7.243536498493,7.747825834658,7.747825834658,18.2628731341,0.42423915326835,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.51,2.0,0.0,7.3051815821853,7.6703884552337,7.6703884552337,18.2628731341,0.41999900009773,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
6.52,2.0,0.0,7.9451207439711,8.6147643868288,8.6147643868288,18.2628731341,0.47170915132425,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
