scenario_id,R_fault_ohm,fault_duration_s,run_status,build_errors,build_warnings,emtdc_completed,output_end_time_s,V_min_pu,V_min_time_s,V_fault_mean_pu,V_fault_time_below_0p90_s,V_recovery_time_s,V_recovery_status,Edc_pu_fault_peak,Ecap_Det_fault_peak_kV,BRK_CHOP_active_during_fault,BRK_CHOP_duration_during_fault_s,DFIG_CROWBAR_STATE_active,RSC_max_abs_terminal_current,GSC_max_abs_terminal_current,Crowbar_current_max_abs,Wpu_pre_mean,Wpu_late_post_mean,DFIG_BRK_STATE_fault_mean,DFIG_DBLK_CMD_fault_mean,project_lvrt_tVRT_from_Vmin_s,project_lvrt_margin_s,project_lvrt_reference_class
r0p10_d0p15,0.1,0.15,completed,0,0,True,7.99705,0.51478515211888,2.1497,0.554226668190593,0.14525000000000032,2.17045,recovered,1.2273900009581,1.7790608022827,True,0.004150000000000098,False,0.91496784129474,0.96710281299122,7.6560512157888e-06,1.2056315828916249,1.2000141418070933,0.0,1.0,1.2433279773763712,1.098077977376371,within_reference_window
r0p10_d0p50,0.1,0.5,completed,0,0,True,7.99705,0.49733859575945,2.4983,0.5225212892990542,0.4938500000000001,3.36565,recovered,1.2273900009581,1.7790608022827,True,0.004150000000000098,False,0.91496784129474,0.96710281299122,7.6560512157888e-06,1.2056315828916249,1.2000736933179248,0.0,1.0,1.2090579559560624,0.7152079559560622,within_reference_window
r0p10_d0p75,0.1,0.75,completed,0,0,True,7.99705,0.45916041557195,2.7473,0.5082210615918802,0.7428500000000002,3.56485,recovered,1.2273900009581,1.7790608022827,True,0.004150000000000098,False,0.91496784129474,0.96710281299122,7.6560512157888e-06,1.2056315828916249,1.200111244731464,0.0,1.0,1.1340651020163302,0.3912151020163299,within_reference_window
r0p10_d1p00,0.1,1.0,completed,0,0,True,7.99705,0.41315553087516,2.9963,0.4900653682689883,0.9918500000000003,4.5401,recovered,1.2273900009581,1.7790608022827,True,0.004150000000000098,False,0.91496784129474,0.96710281299122,7.6560512157888e-06,1.2056315828916249,1.2000510027822364,0.0,1.0,1.0436983642190643,0.051848364219063914,within_reference_window
r0p10_d1p25,0.1,1.25,completed,0,0,True,7.99705,0.3796494625323,3.24945,0.47085681940519225,1.245,4.8804,recovered,1.2273900009581,1.7790608022827,True,0.004150000000000098,False,0.91496784129474,0.96710281299122,7.6560512157888e-06,1.2056315828916249,1.1998672003821134,0.0,1.0,0.9778828728313036,-0.2671171271686965,exceeds_reference_window
r0p10_d1p50,0.1,1.5,completed,0,0,True,7.99705,0.35351042962573,3.49845,0.4535596804310827,1.4940000000000002,5.63985,recovered,1.2273900009581,1.7790608022827,True,0.004150000000000098,False,0.91496784129474,0.96710281299122,7.6560512157888e-06,1.2056315828916249,1.1998745058079254,0.0,1.0,0.926538343907684,-0.5674616560923162,exceeds_reference_window
