signal,pgb,out_file,column,unit,window,min,mean,max,range,max_abs,max_abs_time_s,confidence
DFIG_IFLT_B_KA,18,3IBR_02.out,9,kA,post_4p0_5p0,-7.1787207655612e-05,-1.9873326143180686e-08,7.1863662821569e-05,0.000143650870477181,7.1863662821569e-05,4.5235,high
DFIG_IFLT_A_KA,19,3IBR_02.out,10,kA,pre_1p8_2p0,-7.0694760317078e-05,1.2725067356137557e-07,7.0434193087111e-05,0.000141128953404189,7.0694760317078e-05,1.99615,high
DFIG_IFLT_A_KA,19,3IBR_02.out,10,kA,fault_2p0_2p15,-106.30020194497,18.60456080626494,197.60261891799,303.90282086295997,197.60261891799,2.0086,high
DFIG_IFLT_A_KA,19,3IBR_02.out,10,kA,post_4p0_5p0,-7.2754213750602e-05,1.7768592934583461e-09,7.2711461988493e-05,0.000145465675739095,7.2754213750602e-05,4.85965,high
DFIG_VWIND_MS,20,3IBR_02.out,11,m/s,pre_1p8_2p0,11.0,11.0,11.0,0.0,11.0,1.8011,medium
DFIG_VWIND_MS,20,3IBR_02.out,11,m/s,fault_2p0_2p15,11.0,11.0,11.0,0.0,11.0,2.0003,medium
DFIG_VWIND_MS,20,3IBR_02.out,11,m/s,post_4p0_5p0,11.0,11.0,11.0,0.0,11.0,4.0006,medium
DFIG_BRK_STATE,21,3IBR_03.out,2,"logic, 0=closed by current project convention",pre_1p8_2p0,0.0,0.0,0.0,0.0,0.0,1.8011,medium
DFIG_BRK_STATE,21,3IBR_03.out,2,"logic, 0=closed by current project convention",fault_2p0_2p15,0.0,0.0,0.0,0.0,0.0,2.0003,medium
DFIG_BRK_STATE,21,3IBR_03.out,2,"logic, 0=closed by current project convention",post_4p0_5p0,0.0,0.0,0.0,0.0,0.0,4.0006,medium
DFIG_DBLK_CMD,22,3IBR_03.out,3,logic,pre_1p8_2p0,1.0,1.0,1.0,0.0,1.0,1.8011,medium
DFIG_DBLK_CMD,22,3IBR_03.out,3,logic,fault_2p0_2p15,1.0,1.0,1.0,0.0,1.0,2.0003,medium
DFIG_DBLK_CMD,22,3IBR_03.out,3,logic,post_4p0_5p0,1.0,1.0,1.0,0.0,1.0,4.0006,medium
Dblk_VdcCtrl,234,3IBR_24.out,5,logic candidate,pre_1p8_2p0,1.0,1.0,1.0,0.0,1.0,1.8011,medium
Dblk_VdcCtrl,234,3IBR_24.out,5,logic candidate,fault_2p0_2p15,1.0,1.0,1.0,0.0,1.0,2.0003,medium
Dblk_VdcCtrl,234,3IBR_24.out,5,logic candidate,post_4p0_5p0,1.0,1.0,1.0,0.0,1.0,4.0006,medium
Dblk_Rotor,235,3IBR_24.out,6,logic candidate,pre_1p8_2p0,1.0,1.0,1.0,0.0,1.0,1.8011,medium
Dblk_Rotor,235,3IBR_24.out,6,logic candidate,fault_2p0_2p15,1.0,1.0,1.0,0.0,1.0,2.0003,medium
Dblk_Rotor,235,3IBR_24.out,6,logic candidate,post_4p0_5p0,1.0,1.0,1.0,0.0,1.0,4.0006,medium
Pwind_pu,250,3IBR_25.out,11,pu candidate,pre_1p8_2p0,1.0608601055151,1.129571976099277,1.1940698992614,0.13320979374630015,1.1940698992614,1.8011,medium
Pwind_pu,250,3IBR_25.out,11,pu candidate,fault_2p0_2p15,0.47485602657032,0.8232560668747319,1.0845178567758,0.60966183020548,1.0845178567758,2.0086,medium
Pwind_pu,250,3IBR_25.out,11,pu candidate,post_4p0_5p0,0.94323475392649,0.9493013958555854,0.95527920854599,0.012044454619499989,0.95527920854599,4.8804,medium
Wpu,254,3IBR_26.out,5,pu candidate,pre_1p8_2p0,1.2032022293245,1.2056315828916249,1.207405864266,0.004203634941500001,1.207405864266,1.99615,high
Wpu,254,3IBR_26.out,5,pu candidate,fault_2p0_2p15,1.2061590343597,1.2126319425717864,1.2186223137238,0.012463279364099966,1.2186223137238,2.1497,high
Wpu,254,3IBR_26.out,5,pu candidate,post_4p0_5p0,1.1998449938995,1.2000213428765283,1.2002632929967,0.0004182990972001477,1.2002632929967,4.10435,high
Ecap_Det,256,3IBR_26.out,7,kV candidate,pre_1p8_2p0,1.4496580226619,1.4497871515561043,1.4499238399641,0.00026581730219987776,1.4499238399641,1.98785,high
Ecap_Det,256,3IBR_26.out,7,kV candidate,fault_2p0_2p15,1.1247547686477,1.4321497587254135,2.0701263781745,0.9453716095267999,2.0701263781745,2.0086,high
Ecap_Det,256,3IBR_26.out,7,kV candidate,post_4p0_5p0,1.4489666528205,1.4496719469466826,1.4504500197009,0.0014833668803999611,1.4504500197009,4.9966,high
I_RS:1,257,3IBR_26.out,8,kA candidate,pre_1p8_2p0,-0.34167835724804,-0.0008493811855967982,0.34329504450186,0.6849734017499001,0.34329504450186,1.9588,high
I_RS:1,257,3IBR_26.out,8,kA candidate,fault_2p0_2p15,-1.7153289194924,0.040645747068750404,1.396185915313,3.1115148348054,1.7153289194924,2.00445,high
I_RS:1,257,3IBR_26.out,8,kA candidate,post_4p0_5p0,-0.34242228247904,-0.0008450844289153132,0.34336324236835,0.68578552484739,0.34336324236835,4.4488,high
I_RS:2,258,3IBR_26.out,9,kA candidate,pre_1p8_2p0,-0.34254598130203,-0.0378578839481293,0.34137727027151,0.6839232515735401,0.34254598130203,1.8924,high
I_RS:2,258,3IBR_26.out,9,kA candidate,fault_2p0_2p15,-1.2381639880124,-0.0760117876101607,1.5603229224131,2.7984869104255,1.5603229224131,2.02105,high
I_RS:2,258,3IBR_26.out,9,kA candidate,post_4p0_5p0,-0.34047384539146,0.00032143515668490714,0.33973056027393,0.68020440566539,0.34047384539146,4.46125,high
I_RS:3,259,3IBR_26.out,10,kA candidate,pre_1p8_2p0,-0.34295234770036,0.038706928603421904,0.34256914128854,0.6855214889889,0.34295234770036,1.94635,high
I_RS:3,259,3IBR_26.out,10,kA candidate,fault_2p0_2p15,-1.4512724432253,0.035365798509997375,1.262370182537,2.7136426257623,1.4512724432253,2.0252,high
I_RS:3,259,3IBR_26.out,10,kA candidate,post_4p0_5p0,-0.34146536876064,0.0005233224563508813,0.34220475161924,0.6836701203798801,0.34220475161924,4.47785,high
Iconv:1,263,3IBR_27.out,4,kA candidate,pre_1p8_2p0,-0.47541946102482,0.0016562633976582048,0.47655923901943,0.95197870004425,0.47655923901943,1.992,high
Iconv:1,263,3IBR_27.out,4,kA candidate,fault_2p0_2p15,-0.4901608337314,0.03098534142054854,1.0774013161612,1.5675621498926,1.0774013161612,2.0086,high
Iconv:1,263,3IBR_27.out,4,kA candidate,post_4p0_5p0,-0.48929889812696,-0.00026590491476410433,0.48924055797112,0.97853945609808,0.48929889812696,4.8638,high
Iconv:2,264,3IBR_27.out,5,kA candidate,pre_1p8_2p0,-0.48385675420739,-0.0016303903927694155,0.48337752816551,0.9672342823729,0.48385675420739,1.80525,high
Iconv:2,264,3IBR_27.out,5,kA candidate,fault_2p0_2p15,-1.5328069930015,-0.045732692444780516,0.66359191796591,2.1963989109674102,1.5328069930015,2.0086,high
Iconv:2,264,3IBR_27.out,5,kA candidate,post_4p0_5p0,-0.48401180691582,0.00014703418731541217,0.48401049598551,0.96802230290133,0.48401180691582,4.55255,high
Iconv:3,265,3IBR_27.out,6,kA candidate,pre_1p8_2p0,-0.39824034124889,-2.5868623844999456e-05,0.40135335604051,0.7995936972894,0.40135335604051,1.8011,high
Iconv:3,265,3IBR_27.out,6,kA candidate,fault_2p0_2p15,-0.85900754937675,0.014747356285251232,1.1600959101745,2.01910345955125,1.1600959101745,2.00445,high
Iconv:3,265,3IBR_27.out,6,kA candidate,post_4p0_5p0,-0.47831965260126,0.00011887328865356692,0.4784068708273,0.95672652342856,0.4784068708273,4.1334,high
Iq_pu_Gsc,275,3IBR_28.out,6,pu candidate,pre_1p8_2p0,0.38074508710927,0.3809341775123298,0.38109865663683,0.0003535695275599937,0.38109865663683,1.99615,medium
Iq_pu_Gsc,275,3IBR_28.out,6,pu candidate,fault_2p0_2p15,0.28761885742289,0.32794362145273487,0.46369058164703,0.17607172422413997,0.46369058164703,2.00445,medium
Iq_pu_Gsc,275,3IBR_28.out,6,pu candidate,post_4p0_5p0,0.37270030074459,0.3786353173857713,0.38408568118601,0.011385380441420012,0.38408568118601,4.88455,medium
Id_pu_Gsc,276,3IBR_28.out,7,pu candidate,pre_1p8_2p0,-0.039950149566986,-0.038388898384196166,-0.037060078563967,0.0028900710030189958,0.039950149566986,1.80525,medium
Id_pu_Gsc,276,3IBR_28.out,7,pu candidate,fault_2p0_2p15,-1.1413017177323,-0.028706763048460104,0.24462210741875,1.38592382515105,1.1413017177323,2.0086,medium
Id_pu_Gsc,276,3IBR_28.out,7,pu candidate,post_4p0_5p0,-0.063044529380368,-0.04478018017044869,-0.035323709068276,0.027720820312092005,0.063044529380368,4.0006,medium
Iq_ord_pu,279,3IBR_28.out,10,pu candidate,pre_1p8_2p0,0.3807452255561,0.3809339292636413,0.38109701029557,0.0003517847394700069,0.38109701029557,1.99615,medium
Iq_ord_pu,279,3IBR_28.out,10,pu candidate,fault_2p0_2p15,0.28818078147967,0.32595652535263214,0.38506704877018,0.09688626729050998,0.38506704877018,2.0169,medium
Iq_ord_pu,279,3IBR_28.out,10,pu candidate,post_4p0_5p0,0.37270575760936,0.3786372838688973,0.38408063846579,0.011374880856430014,0.38408063846579,4.8804,medium
Id_ord_pu,281,3IBR_29.out,2,pu candidate,pre_1p8_2p0,-0.039942483826303,-0.03838607644874044,-0.037064203605038,0.0028782802212649963,0.039942483826303,1.80525,medium
Id_ord_pu,281,3IBR_29.out,2,pu candidate,fault_2p0_2p15,-1.1048422520595,-0.030545679227176326,0.24450554331063,1.34934779537013,1.1048422520595,2.0086,medium
Id_ord_pu,281,3IBR_29.out,2,pu candidate,post_4p0_5p0,-0.063025318265613,-0.04477539070834463,-0.035312109630035,0.027713208635578003,0.063025318265613,4.0006,medium
Edc_pu,284,3IBR_29.out,5,pu candidate,pre_1p8_2p0,0.99976416959973,0.9998532056704902,0.9999474200637,0.0001832504639699417,0.9999474200637,1.98785,high
Edc_pu,284,3IBR_29.out,5,pu candidate,fault_2p0_2p15,0.77591377426723,0.9876851540491363,1.4277799048224,0.6518661305551701,1.4277799048224,2.0086,high
Edc_pu,284,3IBR_29.out,5,pu candidate,post_4p0_5p0,0.99928730749965,0.9997737550701303,1.0003102578858,0.0010229503861500788,1.0003102578858,4.9966,high
Voltage_dip,285,3IBR_29.out,6,logic candidate,pre_1p8_2p0,0.0,0.0,0.0,0.0,0.0,1.8011,medium
Voltage_dip,285,3IBR_29.out,6,logic candidate,fault_2p0_2p15,0.0,0.918918918918919,1.0,1.0,1.0,2.01275,medium
Voltage_dip,285,3IBR_29.out,6,logic candidate,post_4p0_5p0,0.0,0.0,0.0,0.0,0.0,4.0006,medium
Imax_pu,288,3IBR_29.out,9,pu limit,pre_1p8_2p0,1.2,1.2,1.2,0.0,1.2,1.8011,medium
Imax_pu,288,3IBR_29.out,9,pu limit,fault_2p0_2p15,1.2,1.2,1.2,0.0,1.2,2.0003,medium
Imax_pu,288,3IBR_29.out,9,pu limit,post_4p0_5p0,1.2,1.2,1.2,0.0,1.2,4.0006,medium
Iqr_pu_RSC_A,298,3IBR_30.out,9,pu candidate,pre_1p8_2p0,0.25493984159063,0.2574629352658448,0.2594930895147,0.004553247924070025,0.2594930895147,1.992,medium
Iqr_pu_RSC_A,298,3IBR_30.out,9,pu candidate,fault_2p0_2p15,0.15379543164046,0.8078295771552838,1.2510030395358,1.09720760789534,1.2510030395358,2.0252,medium
Iqr_pu_RSC_A,298,3IBR_30.out,9,pu candidate,post_4p0_5p0,0.1695235499649,0.23117666464846548,0.25731737400055,0.08779382403565,0.25731737400055,4.4986,medium
Freq_PLL,304,3IBR_31.out,5,Hz-like internal PLL candidate,pre_1p8_2p0,60.013502542423,60.02070667824921,60.025182389797,0.011679847374004737,60.025182389797,1.9671,medium
Freq_PLL,304,3IBR_31.out,5,Hz-like internal PLL candidate,fault_2p0_2p15,51.0,59.980113782545025,69.0,18.0,69.0,2.0086,medium
Freq_PLL,304,3IBR_31.out,5,Hz-like internal PLL candidate,post_4p0_5p0,59.978428684055,60.00302663754025,60.050002704611,0.0715740205560067,60.050002704611,4.0089,medium
ImaxN_d_pu,305,3IBR_31.out,6,pu limit,pre_1p8_2p0,-1.1725937507207,-1.1720369547408687,-1.1715972452609,0.0009965054598000123,1.1725937507207,1.8011,medium
ImaxN_d_pu,305,3IBR_31.out,6,pu limit,fault_2p0_2p15,-1.1787253113377,-0.8496583746286157,-0.74777090658637,0.43095440475133007,1.1787253113377,2.0086,medium
ImaxN_d_pu,305,3IBR_31.out,6,pu limit,post_4p0_5p0,-1.1879715131142,-1.1772926357801254,-1.1721258334882,0.01584567962599981,1.1879715131142,4.0006,medium
Low_Cu_Manag,311,3IBR_32.out,2,logic/factor candidate,pre_1p8_2p0,1.0,1.0,1.0,0.0,1.0,1.8011,medium
Low_Cu_Manag,311,3IBR_32.out,2,logic/factor candidate,fault_2p0_2p15,0.10380463993071,0.2480674916752449,1.0,0.89619536006929,1.0,2.0003,medium
Low_Cu_Manag,311,3IBR_32.out,2,logic/factor candidate,post_4p0_5p0,1.0,1.0,1.0,0.0,1.0,4.0006,medium
Idr_pu,312,3IBR_32.out,3,pu candidate,pre_1p8_2p0,-0.0854096824968,-0.0826574591393082,-0.080446481165009,0.004963201331790998,0.0854096824968,1.8011,medium
Idr_pu,312,3IBR_32.out,3,pu candidate,fault_2p0_2p15,-0.79778912476192,-0.12936439280633022,0.58070930012898,1.3784984248909,0.79778912476192,2.00445,medium
Idr_pu,312,3IBR_32.out,3,pu candidate,post_4p0_5p0,-0.11301498292123,-0.09073837886032977,-0.077235778741799,0.03577920417943099,0.11301498292123,4.02965,medium
Iqr_pu_RSC_B,314,3IBR_32.out,5,pu candidate,pre_1p8_2p0,0.25493984159063,0.2574629352658448,0.2594930895147,0.004553247924070025,0.2594930895147,1.992,medium
Iqr_pu_RSC_B,314,3IBR_32.out,5,pu candidate,fault_2p0_2p15,0.15379543164046,0.8078295771552838,1.2510030395358,1.09720760789534,1.2510030395358,2.0252,medium
Iqr_pu_RSC_B,314,3IBR_32.out,5,pu candidate,post_4p0_5p0,0.1695235499649,0.23117666464846548,0.25731737400055,0.08779382403565,0.25731737400055,4.4986,medium
Imax_d_pu,317,3IBR_32.out,8,pu limit,pre_1p8_2p0,1.1715972452609,1.1720369547408687,1.1725937507207,0.0009965054598000123,1.1725937507207,1.8011,medium
Imax_d_pu,317,3IBR_32.out,8,pu limit,fault_2p0_2p15,0.74777090658637,0.8496583746286157,1.1787253113377,0.43095440475133007,1.1787253113377,2.0086,medium
Imax_d_pu,317,3IBR_32.out,8,pu limit,post_4p0_5p0,1.1721258334882,1.1772926357801254,1.1879715131142,0.01584567962599981,1.1879715131142,4.0006,medium
Crowbar current:1,318,3IBR_32.out,9,internal current candidate,pre_1p8_2p0,-3.65573548773e-06,-5.473418082976027e-07,3.2607162469507e-06,6.9164517346807e-06,3.65573548773e-06,1.97955,medium
Crowbar current:1,318,3IBR_32.out,9,internal current candidate,fault_2p0_2p15,-5.7864105819045e-06,2.482545398236998e-08,7.5717520688187e-06,1.33581626507232e-05,7.5717520688187e-06,2.00445,medium
Crowbar current:1,318,3IBR_32.out,9,internal current candidate,post_4p0_5p0,-3.5472138435014e-06,-1.1362176989519322e-07,3.1675843550561e-06,6.714798198557499e-06,3.5472138435014e-06,4.7144,medium
Crowbar current:2,319,3IBR_32.out,10,internal current candidate,pre_1p8_2p0,-3.6690926172671e-06,1.863202571914682e-07,3.2716646195748e-06,6.9407572368419e-06,3.6690926172671e-06,1.94635,medium
Crowbar current:2,319,3IBR_32.out,10,internal current candidate,fault_2p0_2p15,-1.018813154312e-05,-2.7773468991833544e-07,5.1581759239709e-06,1.53463074670909e-05,1.018813154312e-05,2.0086,medium
Crowbar current:2,319,3IBR_32.out,10,internal current candidate,post_4p0_5p0,-3.5746206818674e-06,-1.0205341524919863e-07,3.1916773099135e-06,6.7662979917809e-06,3.5746206818674e-06,4.69365,medium
Crowbar current:3,320,3IBR_32.out,11,internal current candidate,pre_1p8_2p0,-3.6331154229736e-06,2.4483760858481434e-08,3.2762511820817e-06,6.9093666050552996e-06,3.6331154229736e-06,1.9256,medium
Crowbar current:3,320,3IBR_32.out,11,internal current candidate,fault_2p0_2p15,-7.6009996060426e-06,1.0871050899425832e-08,8.1067753090018e-06,1.5707774915044402e-05,8.1067753090018e-06,2.0086,medium
Crowbar current:3,320,3IBR_32.out,11,internal current candidate,post_4p0_5p0,-3.5729344791872e-06,-1.1114795563046641e-07,3.1919258790408e-06,6.764860358228e-06,3.5729344791872e-06,4.5816,medium
Iovercur,321,3IBR_33.out,2,logic candidate,pre_1p8_2p0,0.0,0.0,0.0,0.0,0.0,1.8011,medium
Iovercur,321,3IBR_33.out,2,logic candidate,fault_2p0_2p15,0.0,0.0,0.0,0.0,0.0,2.0003,medium
Iovercur,321,3IBR_33.out,2,logic candidate,post_4p0_5p0,0.0,0.0,0.0,0.0,0.0,4.0006,medium
Reset,322,3IBR_33.out,3,logic candidate,pre_1p8_2p0,0.0,0.0,0.0,0.0,0.0,1.8011,medium
Reset,322,3IBR_33.out,3,logic candidate,fault_2p0_2p15,0.0,0.918918918918919,1.0,1.0,1.0,2.01275,medium
Reset,322,3IBR_33.out,3,logic candidate,post_4p0_5p0,0.0,0.0,0.0,0.0,0.0,4.0006,medium
S1,323,3IBR_33.out,4,logic candidate,pre_1p8_2p0,0.0,0.0,0.0,0.0,0.0,1.8011,medium
S1,323,3IBR_33.out,4,logic candidate,fault_2p0_2p15,0.0,0.0,0.0,0.0,0.0,2.0003,medium
S1,323,3IBR_33.out,4,logic candidate,post_4p0_5p0,0.0,0.0,0.0,0.0,0.0,4.0006,medium
Mono_out,324,3IBR_33.out,5,logic candidate,pre_1p8_2p0,0.0,0.0,0.0,0.0,0.0,1.8011,medium
Mono_out,324,3IBR_33.out,5,logic candidate,fault_2p0_2p15,0.0,0.40540540540540543,1.0,1.0,1.0,2.01275,medium
Mono_out,324,3IBR_33.out,5,logic candidate,post_4p0_5p0,0.0,0.0,0.0,0.0,0.0,4.0006,medium
Ecap,326,3IBR_33.out,7,kV candidate,pre_1p8_2p0,1.4497299455681,1.4497823052247314,1.4498599813599,0.00013003579179993174,1.4498599813599,1.99615,medium
Ecap,326,3IBR_33.out,7,kV candidate,fault_2p0_2p15,1.3332552985563,1.4315432256056702,1.7615554602453,0.4283001616890001,1.7615554602453,2.01275,medium
Ecap,326,3IBR_33.out,7,kV candidate,post_4p0_5p0,1.449066217756,1.4496678863679677,1.4503864915247,0.00132027376869992,1.4503864915247,4.9883,medium
Imagn,327,3IBR_33.out,8,current magnitude candidate,pre_1p8_2p0,0.27884961777747,0.30508306231091414,0.31982280185995,0.04097318408247996,0.31982280185995,1.9505,medium
Imagn,327,3IBR_33.out,8,current magnitude candidate,fault_2p0_2p15,0.30394385836199,0.9269263416146055,1.1200719091327,0.81612805077071,1.1200719091327,2.1497,medium
Imagn,327,3IBR_33.out,8,current magnitude candidate,post_4p0_5p0,0.21720228158783,0.28180927768001907,0.32086430960277,0.10366202801494001,0.32086430960277,4.482,medium
BRK_CHOP,328,3IBR_33.out,9,logic candidate,pre_1p8_2p0,0.0,0.0,0.0,0.0,0.0,1.8011,medium
BRK_CHOP,328,3IBR_33.out,9,logic candidate,fault_2p0_2p15,0.0,0.05405405405405406,1.0,1.0,1.0,2.0086,medium
BRK_CHOP,328,3IBR_33.out,9,logic candidate,post_4p0_5p0,0.0,0.0,0.0,0.0,0.0,4.0006,medium
TM,229,3IBR_23.out,10,pu candidate,pre_1p8_2p0,-0.9924125210959,-0.936950706968032,-0.87863058117509,0.11378193992080998,0.9924125210959,1.8011,medium
TM,229,3IBR_23.out,10,pu candidate,fault_2p0_2p15,-0.89915717950351,-0.6794616824461981,-0.38968607176408,0.50947110773943,0.89915717950351,2.0086,medium
TM,229,3IBR_23.out,10,pu candidate,post_4p0_5p0,-0.7961541656855,-0.7910708820573668,-0.78587771904706,0.010276446638439962,0.7961541656855,4.8804,medium
TE,230,3IBR_23.out,11,pu candidate,pre_1p8_2p0,-0.81209797253587,-0.8075504603835073,-0.80169891290008,0.01039905963579002,0.81209797253587,1.9837,medium
TE,230,3IBR_23.out,11,pu candidate,fault_2p0_2p15,-2.2439876021189,-0.22397291030103242,0.12028805697237,2.3642756590912697,2.2439876021189,2.00445,medium
TE,230,3IBR_23.out,11,pu candidate,post_4p0_5p0,-0.79854201359605,-0.7927867177694661,-0.78262260468825,0.01591940890780008,0.79854201359605,4.61065,medium
