source_project,term,element,id,name,defn,value,definition_scope,xml_path,evidence_class
pnnl_3ibr,Qord,param,,Name,,Qord,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Pord,param,,Name,,Pord,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Qord,param,,Name,,Qord,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:pgb']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Pord,param,,Name,,Pord,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:pgb']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,INV_Vbase,param,,Name,,INV_Vbase,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Pini,param,,Name,,Pini,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Pfcmd,param,,Name,,pfcmd,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Pord,param,,Name,,Pord,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Qord,param,,Name,,Qord,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Sbase,param,,Name,,Sbase,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Sbase,param,,Name,,Sbase,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,QIBR,param,,Name,,QIBR,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='649513816']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Pfcmd,param,,Name,,pfcmd,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Qord,param,,Name,,Qord,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Pord,param,,Name,,Pord,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Pini,param,,Name,,Pini,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Sbase,param,,Name,,Sbase,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,DB,param,,Name,,DB,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Sbase,param,,Name,,Sbase,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,freq,param,,Freq,,60,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
pnnl_3ibr,freq,param,,Freq,,60,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
pnnl_3ibr,INV_Vbase,param,,Name,,INV_Vbase,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,INV_Vbase,param,,Name,,INV_Vbase,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,Pord,Curve,617696277,Pord,,,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/Frame[@name='frame']/Graph[@name='685644745']/Curve[@name='Pord'],verified_from_model_file
pnnl_3ibr,Qord,Curve,1930431474,Qord,,,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/Frame[@name='frame']/Graph[@name='685644745']/Curve[@name='Qord'],verified_from_model_file
pnnl_3ibr,Sbase,param,,Name,,Sbase,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,INV_Vbase,param,,Name,,INV_Vbase,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,freq,param,,Freq,,60,IBR_AVM_2_1_1,/project[@name='3IBR']/definitions/Definition[@name='IBR_AVM_2_1_1']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
pnnl_3ibr,freq,param,,Name,,Freq,REPC_A_1,/project[@name='3IBR']/definitions/Definition[@name='REPC_A_1']/schematic[@name='UserCanvas']/User[@name='1119433604']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,freq,param,,Name,,Freq,REPC_A_1,/project[@name='3IBR']/definitions/Definition[@name='REPC_A_1']/schematic[@name='UserCanvas']/User[@name='768566266']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,freq,param,,Name,,Freq,REPC_A_1,/project[@name='3IBR']/definitions/Definition[@name='REPC_A_1']/schematic[@name='UserCanvas']/User[@name='master:import']/paramlist/param[@name='Name'],verified_from_model_file
pnnl_3ibr,freq,port,,Freq,,,REPC_A_1,/project[@name='3IBR']/definitions/Definition[@name='REPC_A_1']/svg/port[@name='Freq'],verified_from_model_file
pnnl_3ibr,freq,text,,,,,REPC_A_1,/project[@name='3IBR']/definitions/Definition[@name='REPC_A_1']/svg/text,verified_from_model_file
pnnl_3ibr,freq,param,,name,,Freq,REPC_A_1,/project[@name='3IBR']/definitions/Definition[@name='REPC_A_1']/graphics/Port[@name='2095932659']/paramlist/param[@name='name'],verified_from_model_file
pnnl_3ibr,freq,param,,text,,Freq,REPC_A_1,/project[@name='3IBR']/definitions/Definition[@name='REPC_A_1']/graphics/Gfx[@name='634236810']/paramlist/param[@name='text'],verified_from_model_file
